"age","fnlwgt","occupation","education_year","marital_status","race","gender","hours_per_week","income"
37,348739,"Prof-specialty",15,"Married-civ-spouse","White","Male",50,1
19,176831,"Other-service",10,"Never-married","Black","Female",35,0
49,308241,"Sales",9,"Married-civ-spouse","White","Female",60,0
47,188386,"Craft-repair",12,"Married-civ-spouse","White","Male",40,0
44,456236,"Sales",10,"Divorced","White","Male",45,1
17,130806,"Handlers-cleaners",6,"Never-married","White","Male",24,0
29,141350,"Protective-serv",9,"Never-married","White","Male",50,0
43,182437,"Prof-specialty",13,"Never-married","White","Male",45,1
50,322840,"Protective-serv",11,"Married-civ-spouse","White","Male",40,1
21,275726,"Craft-repair",9,"Never-married","Black","Male",40,0
32,229566,"Other-service",11,"Married-civ-spouse","White","Male",60,1
28,38309,"Prof-specialty",13,"Never-married","White","Male",40,0
25,44216,"Adm-clerical",9,"Divorced","Amer-Indian-Eskimo","Female",35,0
64,287277,"Other-service",5,"Married-civ-spouse","White","Male",40,0
35,199753,"Machine-op-inspct",9,"Never-married","White","Male",48,0
23,235071,"Exec-managerial",10,"Never-married","White","Male",50,0
21,171156,"unknown",10,"Never-married","White","Female",35,0
90,40388,"Exec-managerial",13,"Never-married","White","Male",55,0
24,116800,"Machine-op-inspct",11,"Never-married","White","Male",35,0
58,299831,"unknown",9,"Married-civ-spouse","White","Male",35,0
64,152537,"Exec-managerial",13,"Married-civ-spouse","White","Male",45,0
56,21626,"Adm-clerical",9,"Never-married","White","Male",43,0
27,291196,"Prof-specialty",13,"Never-married","Black","Male",40,0
28,216481,"Prof-specialty",13,"Never-married","White","Female",40,0
37,245482,"Transport-moving",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,0
42,46094,"Transport-moving",13,"Divorced","White","Male",33,0
37,258827,"Sales",13,"Married-civ-spouse","White","Male",50,1
81,39895,"Exec-managerial",4,"Widowed","White","Female",2,0
24,49218,"Machine-op-inspct",9,"Divorced","White","Male",40,0
24,200089,"Craft-repair",9,"Married-civ-spouse","White","Male",60,1
44,109414,"Adm-clerical",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,1
31,25610,"Handlers-cleaners",1,"Never-married","Amer-Indian-Eskimo","Male",25,0
60,137733,"Exec-managerial",6,"Married-civ-spouse","White","Male",44,1
53,157947,"Adm-clerical",9,"Divorced","White","Female",40,0
41,34987,"Prof-specialty",13,"Married-civ-spouse","White","Male",35,1
44,262656,"Other-service",9,"Never-married","Black","Male",32,0
58,197319,"Exec-managerial",13,"Married-civ-spouse","White","Male",45,1
24,208882,"Craft-repair",9,"Never-married","Black","Male",40,0
28,189530,"Prof-specialty",12,"Married-civ-spouse","White","Male",40,1
19,129586,"unknown",10,"Never-married","White","Male",40,0
57,151874,"Other-service",9,"Married-civ-spouse","Black","Female",50,0
52,266138,"Exec-managerial",11,"Married-civ-spouse","White","Male",35,0
34,216283,"Prof-specialty",13,"Married-civ-spouse","White","Female",45,1
33,141490,"Sales",9,"Married-civ-spouse","White","Female",45,0
45,213140,"Prof-specialty",14,"Married-civ-spouse","White","Male",52,1
27,30244,"Farming-fishing",9,"Never-married","White","Male",80,0
69,199591,"unknown",15,"Married-civ-spouse","White","Female",25,0
41,366483,"Farming-fishing",9,"Married-civ-spouse","White","Male",36,0
41,163847,"Farming-fishing",13,"Married-civ-spouse","White","Male",45,1
24,194848,"Tech-support",13,"Never-married","White","Male",40,0
31,236543,"Handlers-cleaners",3,"Married-civ-spouse","White","Male",40,0
27,85625,"Sales",10,"Never-married","White","Male",20,0
26,386949,"Adm-clerical",9,"Divorced","White","Female",25,0
37,173586,"Other-service",4,"Never-married","Black","Male",56,0
30,191385,"Machine-op-inspct",7,"Married-civ-spouse","White","Male",40,0
46,224559,"Craft-repair",9,"Married-civ-spouse","Black","Male",35,0
33,150324,"Machine-op-inspct",9,"Divorced","White","Male",49,0
39,169542,"Craft-repair",10,"Married-civ-spouse","White","Male",40,1
59,99131,"Prof-specialty",9,"Widowed","White","Female",18,0
28,123147,"unknown",10,"Married-civ-spouse","White","Female",40,1
31,356823,"Tech-support",13,"Never-married","White","Female",40,1
27,174645,"Adm-clerical",9,"Never-married","White","Female",40,0
37,225860,"Farming-fishing",12,"Married-spouse-absent","White","Male",50,0
27,57092,"Craft-repair",9,"Divorced","White","Male",45,0
32,193285,"Craft-repair",9,"Never-married","White","Male",40,0
42,402367,"Transport-moving",10,"Married-civ-spouse","Black","Male",45,1
67,169435,"Transport-moving",5,"Married-civ-spouse","White","Male",40,0
50,301583,"Machine-op-inspct",9,"Never-married","White","Male",40,0
20,198478,"Farming-fishing",9,"Never-married","White","Male",40,0
34,157747,"Transport-moving",9,"Married-civ-spouse","White","Male",45,0
52,139671,"Exec-managerial",10,"Married-civ-spouse","White","Male",50,1
28,107812,"Transport-moving",5,"Never-married","White","Male",35,0
22,203715,"Adm-clerical",10,"Never-married","White","Male",40,0
31,131568,"Machine-op-inspct",5,"Never-married","White","Male",40,0
36,174887,"Tech-support",10,"Never-married","White","Female",40,0
51,146325,"unknown",9,"Married-civ-spouse","White","Male",28,0
36,172425,"Prof-specialty",9,"Married-spouse-absent","White","Female",40,1
64,133169,"Machine-op-inspct",7,"Widowed","White","Female",40,0
44,118550,"Other-service",9,"Divorced","White","Female",33,0
30,42900,"Prof-specialty",13,"Never-married","White","Male",40,0
33,140206,"Prof-specialty",15,"Married-civ-spouse","White","Male",40,1
69,50468,"Adm-clerical",15,"Married-civ-spouse","White","Male",34,1
24,321435,"Exec-managerial",13,"Never-married","White","Male",50,0
53,104748,"Transport-moving",6,"Married-civ-spouse","White","Male",45,0
30,188403,"Machine-op-inspct",10,"Never-married","White","Male",40,0
20,33644,"Adm-clerical",9,"Never-married","White","Female",30,0
45,180010,"Sales",9,"Divorced","White","Female",40,0
59,198145,"Prof-specialty",15,"Married-civ-spouse","White","Male",35,1
19,175652,"Other-service",7,"Never-married","White","Female",15,0
73,84390,"unknown",11,"Married-spouse-absent","White","Female",32,0
22,290504,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
45,207540,"Exec-managerial",16,"Separated","White","Male",40,1
17,112291,"Handlers-cleaners",7,"Never-married","White","Male",12,0
27,210020,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
20,143604,"Sales",10,"Never-married","White","Female",2,0
20,266015,"Sales",10,"Never-married","Black","Male",44,0
36,288585,"Other-service",9,"Married-civ-spouse","Asian-Pac-Islander","Female",20,0
63,183608,"Exec-managerial",6,"Married-civ-spouse","White","Male",40,0
39,282461,"Protective-serv",11,"Married-civ-spouse","White","Male",40,1
51,123429,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",40,0
36,183739,"Craft-repair",9,"Married-civ-spouse","White","Female",40,0
18,171088,"Sales",10,"Never-married","White","Female",10,0
22,325179,"Prof-specialty",10,"Never-married","White","Male",50,0
26,246156,"Craft-repair",6,"Never-married","White","Male",24,0
40,43711,"Machine-op-inspct",9,"Never-married","White","Male",45,0
40,64980,"Adm-clerical",10,"Married-civ-spouse","Black","Male",55,1
57,151474,"Handlers-cleaners",9,"Divorced","White","Female",40,0
37,177974,"Machine-op-inspct",10,"Married-civ-spouse","White","Male",70,0
35,110538,"Other-service",9,"Married-civ-spouse","White","Male",55,0
39,201105,"Exec-managerial",13,"Married-civ-spouse","White","Female",55,1
19,231962,"Other-service",9,"Never-married","White","Male",40,0
39,114544,"Exec-managerial",10,"Married-civ-spouse","White","Male",55,1
43,153132,"Craft-repair",10,"Married-civ-spouse","White","Male",40,1
38,196373,"Exec-managerial",9,"Married-civ-spouse","White","Male",40,1
18,161245,"Other-service",7,"Never-married","White","Male",15,0
31,288419,"Machine-op-inspct",6,"Married-civ-spouse","White","Male",40,0
50,169182,"Other-service",9,"Divorced","White","Female",49,0
39,315291,"Adm-clerical",9,"Never-married","Black","Female",40,0
26,305304,"Handlers-cleaners",7,"Separated","White","Male",40,0
25,391591,"Craft-repair",8,"Never-married","White","Male",40,0
57,390856,"Farming-fishing",3,"Married-civ-spouse","White","Male",45,0
20,228649,"unknown",10,"Never-married","White","Male",30,0
54,256923,"Exec-managerial",10,"Married-civ-spouse","White","Female",40,1
46,34186,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",40,0
52,77336,"Craft-repair",11,"Married-civ-spouse","White","Male",40,0
50,128478,"Craft-repair",9,"Married-civ-spouse","White","Male",60,1
32,48520,"Craft-repair",10,"Married-civ-spouse","White","Male",40,0
31,163303,"Sales",11,"Divorced","White","Female",38,0
35,253860,"unknown",9,"Divorced","White","Female",20,0
51,217647,"Prof-specialty",10,"Divorced","Black","Female",40,0
49,156926,"Exec-managerial",11,"Divorced","White","Male",45,1
44,433705,"Protective-serv",9,"Married-civ-spouse","White","Male",52,1
39,190466,"Craft-repair",9,"Divorced","White","Male",40,0
44,184378,"Exec-managerial",11,"Married-civ-spouse","White","Male",40,0
39,156667,"Other-service",9,"Never-married","White","Male",18,0
38,237091,"Other-service",10,"Married-spouse-absent","White","Female",36,0
34,236543,"Craft-repair",9,"Never-married","White","Male",40,0
20,92863,"Machine-op-inspct",9,"Divorced","White","Male",40,0
33,186824,"Craft-repair",7,"Married-civ-spouse","White","Male",40,0
22,157332,"Other-service",10,"Never-married","White","Female",15,0
34,226702,"Craft-repair",10,"Married-civ-spouse","White","Male",40,0
32,191731,"Adm-clerical",10,"Never-married","Black","Female",40,0
61,180418,"Transport-moving",9,"Married-civ-spouse","White","Male",40,1
19,220901,"Transport-moving",10,"Never-married","White","Male",30,0
26,189185,"Adm-clerical",9,"Divorced","White","Female",40,0
62,167889,"Prof-specialty",16,"Widowed","White","Female",40,0
30,363032,"Protective-serv",9,"Married-civ-spouse","Black","Male",40,0
41,60949,"Craft-repair",9,"Divorced","White","Male",55,0
55,104996,"Craft-repair",4,"Married-civ-spouse","White","Male",10,0
24,188073,"Adm-clerical",10,"Never-married","Black","Female",40,0
28,315287,"Adm-clerical",9,"Never-married","Black","Male",40,0
20,105585,"Sales",10,"Never-married","White","Male",25,0
38,312232,"Sales",10,"Married-civ-spouse","White","Male",50,1
19,73461,"Tech-support",9,"Never-married","Black","Male",40,0
25,113654,"Exec-managerial",9,"Separated","White","Female",37,0
51,217480,"Adm-clerical",10,"Separated","Black","Male",40,1
36,89202,"Exec-managerial",11,"Married-civ-spouse","White","Male",50,1
43,154374,"Craft-repair",10,"Married-civ-spouse","White","Male",60,1
25,189656,"Tech-support",13,"Never-married","White","Male",60,1
63,50349,"Other-service",9,"Widowed","White","Female",34,0
35,105527,"Exec-managerial",9,"Divorced","White","Female",40,0
43,118853,"Tech-support",10,"Married-civ-spouse","White","Male",99,1
27,423250,"Exec-managerial",10,"Married-civ-spouse","White","Male",60,0
40,108945,"Adm-clerical",9,"Divorced","White","Female",32,0
42,191149,"Sales",9,"Married-civ-spouse","White","Female",40,1
33,133503,"Protective-serv",9,"Married-civ-spouse","White","Male",48,1
29,189702,"Prof-specialty",13,"Never-married","White","Male",50,1
26,109609,"Craft-repair",10,"Separated","White","Male",30,0
24,134181,"Prof-specialty",13,"Never-married","White","Female",50,0
46,188273,"Farming-fishing",9,"Married-civ-spouse","White","Male",50,1
79,158319,"Other-service",9,"Widowed","White","Female",24,0
37,33440,"Other-service",9,"Separated","White","Female",40,0
42,385591,"Exec-managerial",9,"Married-civ-spouse","White","Male",50,1
34,111985,"Sales",9,"Married-civ-spouse","White","Male",50,1
44,150011,"Prof-specialty",13,"Divorced","White","Female",40,0
29,197618,"Adm-clerical",9,"Never-married","White","Female",40,0
21,399449,"unknown",10,"Never-married","White","Female",20,0
17,193830,"Sales",7,"Never-married","White","Female",20,0
23,199915,"Other-service",9,"Never-married","White","Female",21,0
38,60313,"Craft-repair",9,"Never-married","White","Male",40,0
40,374764,"Exec-managerial",10,"Married-civ-spouse","White","Male",45,1
32,339099,"unknown",10,"Never-married","Black","Female",40,0
32,116365,"Adm-clerical",9,"Married-civ-spouse","White","Female",20,0
26,109419,"Adm-clerical",11,"Never-married","White","Female",45,0
44,195212,"Adm-clerical",14,"Never-married","Black","Female",52,0
70,94692,"Sales",13,"Married-civ-spouse","White","Male",70,1
35,272742,"Sales",9,"Divorced","White","Male",60,1
28,197222,"Tech-support",10,"Never-married","White","Female",38,0
44,240043,"Adm-clerical",6,"Married-spouse-absent","Black","Female",30,0
58,187060,"Adm-clerical",9,"Divorced","White","Female",40,0
63,301611,"unknown",9,"Married-civ-spouse","White","Male",20,0
48,216093,"Handlers-cleaners",13,"Married-civ-spouse","White","Male",40,0
41,231793,"Other-service",9,"Divorced","White","Female",40,0
43,178976,"Adm-clerical",9,"Never-married","White","Female",40,0
19,162954,"Handlers-cleaners",10,"Married-AF-spouse","White","Female",40,0
30,108386,"Craft-repair",12,"Married-civ-spouse","White","Male",40,0
34,93169,"Other-service",10,"Divorced","Black","Female",40,0
22,243178,"Adm-clerical",13,"Never-married","White","Male",20,0
35,166416,"Farming-fishing",9,"Married-civ-spouse","White","Male",99,0
63,175777,"Machine-op-inspct",6,"Separated","Black","Male",40,0
33,79923,"Prof-specialty",14,"Married-civ-spouse","White","Male",45,1
22,190968,"Craft-repair",10,"Married-civ-spouse","White","Male",40,0
24,201680,"Adm-clerical",9,"Never-married","White","Male",60,0
41,191814,"Adm-clerical",9,"Married-civ-spouse","White","Male",40,0
49,209739,"Exec-managerial",11,"Married-civ-spouse","White","Male",60,1
57,477867,"Transport-moving",9,"Married-civ-spouse","White","Male",40,0
25,180212,"Adm-clerical",9,"Never-married","Black","Female",40,0
37,30269,"Exec-managerial",13,"Never-married","White","Female",50,0
22,228724,"Handlers-cleaners",11,"Never-married","White","Male",40,0
33,342458,"Protective-serv",12,"Divorced","White","Male",56,0
40,124692,"Exec-managerial",13,"Married-civ-spouse","White","Male",40,1
32,285946,"Exec-managerial",13,"Never-married","White","Female",50,0
37,910398,"Sales",13,"Never-married","Black","Female",40,0
38,242720,"Prof-specialty",14,"Married-civ-spouse","White","Male",35,1
44,99830,"Craft-repair",10,"Married-civ-spouse","White","Male",65,0
35,185621,"Exec-managerial",13,"Never-married","White","Female",40,0
40,51151,"Craft-repair",11,"Married-civ-spouse","White","Male",40,0
51,224207,"Sales",10,"Married-civ-spouse","White","Male",40,1
54,340476,"Sales",9,"Separated","White","Female",35,0
37,181553,"Craft-repair",9,"Divorced","White","Male",50,0
36,186808,"Craft-repair",13,"Married-civ-spouse","White","Male",40,1
23,163870,"Craft-repair",10,"Never-married","White","Male",40,0
29,173851,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
64,211846,"Protective-serv",6,"Married-civ-spouse","White","Male",40,0
51,257756,"Prof-specialty",9,"Married-civ-spouse","White","Female",50,1
36,33001,"Farming-fishing",9,"Divorced","White","Male",50,0
35,35854,"unknown",10,"Never-married","White","Female",40,0
30,374454,"Transport-moving",9,"Divorced","Black","Male",40,0
43,208277,"Prof-specialty",14,"Married-civ-spouse","White","Female",45,1
48,75619,"Transport-moving",9,"Divorced","White","Male",60,0
24,117363,"Sales",13,"Never-married","White","Female",35,0
42,175943,"Exec-managerial",11,"Married-civ-spouse","White","Female",35,1
40,169878,"Exec-managerial",12,"Married-civ-spouse","White","Female",40,1
53,96827,"Other-service",13,"Never-married","White","Male",40,0
59,219426,"Craft-repair",5,"Married-civ-spouse","White","Male",50,0
29,175262,"Prof-specialty",14,"Married-civ-spouse","White","Male",35,0
45,50567,"Exec-managerial",9,"Married-civ-spouse","White","Female",40,0
20,74631,"Other-service",5,"Never-married","White","Female",40,0
29,227890,"Protective-serv",9,"Never-married","Black","Male",40,0
60,241013,"Machine-op-inspct",9,"Married-civ-spouse","Black","Male",40,0
38,150057,"Handlers-cleaners",9,"Never-married","White","Male",40,0
36,130808,"Craft-repair",10,"Married-civ-spouse","White","Male",40,0
55,100054,"Other-service",6,"Never-married","White","Male",40,0
39,194404,"Prof-specialty",14,"Married-civ-spouse","White","Male",40,1
34,232855,"Other-service",10,"Separated","Black","Female",37,0
51,122159,"Prof-specialty",10,"Widowed","White","Female",40,0
47,207120,"Machine-op-inspct",9,"Separated","White","Male",44,0
26,174592,"Other-service",13,"Never-married","White","Female",15,0
49,133729,"Other-service",10,"Married-civ-spouse","White","Male",17,0
41,182567,"Exec-managerial",13,"Married-civ-spouse","White","Male",40,1
51,85877,"Exec-managerial",9,"Divorced","White","Female",60,1
29,256956,"Machine-op-inspct",11,"Never-married","White","Male",40,0
36,198237,"Prof-specialty",13,"Married-civ-spouse","White","Male",50,1
22,160369,"Other-service",10,"Never-married","Black","Male",20,0
61,232618,"unknown",15,"Married-civ-spouse","White","Male",40,1
30,45427,"Craft-repair",11,"Divorced","White","Male",49,0
46,123681,"Prof-specialty",16,"Divorced","White","Male",40,0
20,301199,"Other-service",10,"Never-married","White","Female",24,0
24,186213,"Tech-support",10,"Married-civ-spouse","White","Male",50,1
20,174714,"Prof-specialty",10,"Never-married","White","Male",15,0
31,72887,"Prof-specialty",13,"Married-civ-spouse","Asian-Pac-Islander","Male",47,1
33,557805,"Sales",11,"Never-married","White","Female",40,0
24,315476,"Craft-repair",12,"Never-married","White","Male",40,0
51,122288,"Machine-op-inspct",10,"Widowed","White","Female",36,0
29,172865,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",50,0
36,111499,"Exec-managerial",14,"Never-married","White","Female",40,1
35,198841,"Tech-support",11,"Divorced","White","Male",35,0
43,236985,"Craft-repair",9,"Married-civ-spouse","Black","Male",40,0
22,208946,"Machine-op-inspct",10,"Never-married","White","Male",40,0
48,158685,"Other-service",9,"Divorced","White","Female",16,0
39,180667,"Machine-op-inspct",10,"Married-civ-spouse","White","Male",40,0
25,160261,"Exec-managerial",10,"Never-married","Asian-Pac-Islander","Male",40,0
21,191497,"Sales",10,"Never-married","White","Female",20,0
48,108557,"Sales",10,"Divorced","White","Female",60,0
58,426263,"Prof-specialty",10,"Married-civ-spouse","White","Male",32,0
75,207116,"Other-service",9,"Married-spouse-absent","White","Male",40,0
32,156192,"Other-service",9,"Never-married","White","Male",20,0
41,118001,"Machine-op-inspct",7,"Never-married","Black","Male",40,0
43,34218,"Exec-managerial",10,"Married-civ-spouse","White","Male",40,0
28,180299,"Transport-moving",9,"Married-civ-spouse","White","Male",70,0
47,209320,"Other-service",9,"Separated","White","Female",40,0
44,403782,"Sales",11,"Divorced","White","Male",45,0
31,213307,"Other-service",6,"Married-civ-spouse","White","Female",28,0
71,100063,"Craft-repair",9,"Married-civ-spouse","Black","Male",40,0
20,120601,"Transport-moving",9,"Never-married","Black","Male",40,0
19,497414,"unknown",4,"Never-married","White","Female",35,0
43,159449,"Craft-repair",9,"Never-married","White","Male",40,0
23,189203,"Other-service",10,"Never-married","White","Male",25,0
45,149169,"Craft-repair",10,"Divorced","White","Male",50,0
29,48634,"Protective-serv",13,"Never-married","White","Female",40,0
34,196164,"Other-service",9,"Never-married","White","Female",35,0
45,364563,"Transport-moving",9,"Married-civ-spouse","White","Male",40,1
30,97933,"Transport-moving",12,"Married-civ-spouse","White","Female",37,1
39,187847,"Craft-repair",10,"Never-married","White","Male",40,0
29,283227,"Prof-specialty",13,"Never-married","White","Male",40,0
21,275291,"Sales",10,"Never-married","White","Male",12,0
23,361481,"Other-service",6,"Married-civ-spouse","White","Male",40,0
44,468706,"unknown",9,"Married-civ-spouse","Black","Male",40,0
31,99928,"Prof-specialty",14,"Married-civ-spouse","White","Female",50,0
45,352094,"Tech-support",10,"Married-civ-spouse","White","Male",40,1
23,241752,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
36,126946,"Craft-repair",10,"Separated","White","Male",40,0
40,92036,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",40,1
58,165315,"Sales",9,"Married-civ-spouse","White","Male",35,1
30,250499,"Adm-clerical",10,"Married-civ-spouse","White","Female",55,1
57,315460,"Prof-specialty",15,"Married-civ-spouse","White","Male",36,0
42,29075,"Prof-specialty",12,"Married-civ-spouse","Amer-Indian-Eskimo","Female",40,0
28,69847,"Adm-clerical",13,"Never-married","Asian-Pac-Islander","Female",30,0
50,30447,"Transport-moving",11,"Married-civ-spouse","White","Male",45,0
19,129151,"Craft-repair",9,"Never-married","White","Female",40,0
42,148316,"Protective-serv",11,"Married-civ-spouse","White","Male",40,1
64,64101,"unknown",8,"Married-civ-spouse","White","Male",24,0
29,103389,"Prof-specialty",15,"Never-married","White","Female",40,1
64,117349,"unknown",9,"Married-civ-spouse","White","Male",24,0
51,22154,"Adm-clerical",10,"Divorced","White","Male",40,0
37,383352,"Adm-clerical",10,"Divorced","White","Female",38,0
23,184370,"Other-service",9,"Divorced","White","Female",40,0
49,148398,"Machine-op-inspct",9,"Divorced","Black","Female",40,0
33,125762,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",40,0
54,174865,"Exec-managerial",5,"Married-civ-spouse","White","Male",45,1
35,218542,"Exec-managerial",5,"Married-civ-spouse","White","Female",40,0
19,405526,"Handlers-cleaners",9,"Never-married","White","Male",40,0
46,368561,"Sales",13,"Married-civ-spouse","White","Male",55,1
23,188535,"unknown",4,"Divorced","White","Male",35,0
31,155781,"Sales",13,"Married-civ-spouse","White","Male",40,1
68,273088,"Craft-repair",10,"Married-civ-spouse","White","Male",10,0
60,51290,"Other-service",4,"Divorced","White","Female",40,0
32,44392,"Handlers-cleaners",12,"Married-civ-spouse","White","Male",40,0
52,317733,"Prof-specialty",13,"Married-civ-spouse","White","Male",40,1
27,106935,"Exec-managerial",13,"Married-civ-spouse","White","Male",45,0
37,234901,"Sales",10,"Married-civ-spouse","White","Male",50,1
17,106733,"Craft-repair",7,"Never-married","White","Male",40,0
55,193568,"Adm-clerical",9,"Widowed","White","Female",40,0
26,142914,"Prof-specialty",12,"Married-civ-spouse","White","Female",75,0
33,193285,"Prof-specialty",13,"Married-civ-spouse","White","Male",38,1
57,202765,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
39,150125,"Other-service",12,"Divorced","Black","Female",40,0
21,341368,"Craft-repair",9,"Divorced","White","Male",20,0
52,295494,"Adm-clerical",11,"Never-married","Black","Female",40,0
23,214542,"Prof-specialty",10,"Never-married","White","Male",50,0
39,230054,"Prof-specialty",14,"Married-civ-spouse","White","Male",50,1
30,289442,"Exec-managerial",13,"Never-married","White","Male",40,0
59,128829,"Other-service",9,"Divorced","White","Female",40,0
38,191479,"Exec-managerial",10,"Divorced","Black","Female",40,0
52,42984,"Prof-specialty",15,"Married-civ-spouse","White","Male",70,1
27,198258,"Sales",13,"Never-married","White","Male",35,0
28,189257,"Handlers-cleaners",5,"Never-married","Black","Female",24,0
24,395297,"Other-service",10,"Never-married","White","Female",30,0
19,187352,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
35,288158,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
42,138162,"Exec-managerial",13,"Married-civ-spouse","White","Male",45,0
41,138868,"Sales",13,"Never-married","White","Female",40,0
46,107682,"Adm-clerical",9,"Divorced","White","Female",38,0
23,181820,"Handlers-cleaners",10,"Never-married","White","Male",20,0
17,74685,"unknown",6,"Never-married","White","Male",20,0
33,255004,"Sales",10,"Never-married","White","Male",50,0
32,46746,"Farming-fishing",10,"Married-civ-spouse","White","Male",65,0
48,302612,"Other-service",14,"Married-civ-spouse","White","Male",40,0
29,153167,"unknown",10,"Never-married","Black","Female",40,0
25,226891,"Other-service",11,"Never-married","Asian-Pac-Islander","Female",40,0
38,52963,"Adm-clerical",13,"Never-married","White","Female",50,0
19,215493,"Tech-support",9,"Never-married","White","Male",20,0
33,100135,"Adm-clerical",9,"Married-civ-spouse","White","Female",25,0
66,201197,"Prof-specialty",13,"Married-civ-spouse","White","Male",45,1
34,207668,"Craft-repair",9,"Married-civ-spouse","White","Male",54,1
33,159574,"Adm-clerical",4,"Married-civ-spouse","White","Male",45,0
41,109969,"Adm-clerical",10,"Divorced","White","Female",40,0
24,413345,"Prof-specialty",10,"Married-civ-spouse","White","Female",50,0
47,54260,"Exec-managerial",11,"Married-civ-spouse","White","Male",60,1
40,195388,"Protective-serv",10,"Married-civ-spouse","White","Male",40,0
37,204277,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",48,1
27,91189,"Adm-clerical",9,"Never-married","White","Male",40,0
62,200332,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
27,209641,"Prof-specialty",10,"Never-married","White","Male",40,0
24,157332,"Machine-op-inspct",10,"Never-married","White","Female",42,0
61,36671,"Farming-fishing",9,"Married-civ-spouse","White","Male",50,0
35,320451,"Exec-managerial",14,"Married-civ-spouse","Asian-Pac-Islander","Male",65,1
56,413373,"Transport-moving",4,"Married-civ-spouse","White","Male",36,0
49,164799,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,1
41,118853,"Sales",10,"Married-civ-spouse","White","Male",40,0
38,270985,"Exec-managerial",10,"Married-civ-spouse","Black","Male",50,0
43,74581,"Craft-repair",9,"Married-civ-spouse","White","Male",48,1
70,132670,"Sales",14,"Married-civ-spouse","White","Male",4,1
26,137658,"Exec-managerial",13,"Never-married","White","Female",45,0
30,83066,"Transport-moving",9,"Married-civ-spouse","Black","Male",30,0
55,50197,"Farming-fishing",5,"Married-civ-spouse","White","Male",30,0
18,45316,"Other-service",7,"Never-married","White","Female",20,0
45,169711,"Protective-serv",12,"Married-civ-spouse","White","Male",72,1
31,177675,"Prof-specialty",13,"Married-civ-spouse","White","Male",40,0
56,61885,"Transport-moving",13,"Never-married","Black","Male",65,0
24,96279,"Machine-op-inspct",9,"Never-married","White","Female",40,0
26,192022,"Prof-specialty",13,"Never-married","White","Female",40,0
50,173630,"Sales",9,"Divorced","White","Male",60,0
49,132476,"Tech-support",16,"Divorced","White","Male",40,1
39,245053,"Prof-specialty",13,"Married-civ-spouse","White","Male",50,1
58,400285,"Adm-clerical",9,"Married-civ-spouse","Black","Male",40,1
38,374983,"Prof-specialty",13,"Married-civ-spouse","White","Male",50,0
35,161496,"Sales",10,"Divorced","White","Male",50,0
45,192835,"Other-service",9,"Married-civ-spouse","White","Male",40,0
37,233322,"Adm-clerical",10,"Divorced","White","Female",40,0
37,167415,"Prof-specialty",15,"Married-civ-spouse","White","Male",60,1
37,277347,"Craft-repair",9,"Married-civ-spouse","White","Male",40,1
34,201122,"Craft-repair",10,"Married-civ-spouse","White","Male",48,1
57,62020,"Exec-managerial",15,"Divorced","Black","Male",55,1
56,250873,"Craft-repair",7,"Married-civ-spouse","White","Male",45,0
32,131584,"Sales",9,"Married-civ-spouse","White","Male",40,1
62,192236,"Prof-specialty",13,"Divorced","White","Female",40,1
51,123011,"Craft-repair",9,"Divorced","White","Male",40,0
47,148169,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
31,26401,"Adm-clerical",14,"Divorced","White","Female",25,0
17,99568,"Prof-specialty",6,"Never-married","White","Female",10,0
22,287988,"unknown",10,"Never-married","White","Male",15,0
43,260960,"Farming-fishing",13,"Divorced","White","Male",35,0
23,215616,"Adm-clerical",9,"Never-married","White","Female",37,0
55,174353,"Transport-moving",9,"Married-civ-spouse","White","Male",35,0
31,152109,"Protective-serv",11,"Divorced","White","Male",40,0
41,342164,"Sales",10,"Divorced","White","Female",15,0
49,193249,"Adm-clerical",12,"Married-civ-spouse","White","Male",40,0
68,257269,"unknown",13,"Married-civ-spouse","White","Male",35,1
52,155983,"Exec-managerial",13,"Married-civ-spouse","White","Male",40,1
41,73199,"Exec-managerial",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,0
30,227359,"Craft-repair",10,"Never-married","White","Male",40,0
28,258231,"Sales",10,"Never-married","White","Female",40,0
20,494784,"Sales",9,"Never-married","Black","Female",35,0
42,176286,"Exec-managerial",12,"Married-civ-spouse","White","Male",40,1
34,176862,"Prof-specialty",13,"Never-married","White","Male",40,0
