"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","Spam"
0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0.85,0,0,0,0,0,0,0,0,0,2.14,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,1.117,0,7,117,1
0.71,0,0,0,0.35,0,1.43,0,0,0,3.94,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,153,186,1
1.31,0,0,0,0,0,0.65,0,0,0,5.26,4.6,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,0,43,165,1
0,0,0,0,0,0,0.45,0,0,0,4.1,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0,5,49,0
0.39,0,0,0.06,0.19,0.13,0.26,0,0,0,0.32,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,15,240,1
0.32,0,0.65,0.65,0,0,0.16,0,0.16,1.63,1.79,1.14,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0.622,0,12,165,1
0.49,0,0,0,0,0,1.98,0,0,0,3.46,0.99,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0.195,0,0.845,0,47,281,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,15,54,1
0,0,0,0,0,0,2.04,0,0,0,3.06,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,4,25,1
0,0,0,0,1.85,0,0,0,0,0,1.85,3.7,0,0,0,1.85,0,0,0,1.85,1.85,0,0,0,0,0,0.636,0,0.318,0,15,62,0
0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0.1,0,0,0,69,386,0
0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,70,0
0,0,0,0,0,0,0.32,0,0,0,0.64,0.32,0,0,0,1.28,1.28,0.64,0.32,0.64,0.32,0.32,0.96,0,0,0.32,0.094,0.047,0.094,0,13,167,0
0.12,0,0,0,0,0,0.37,0,0,0,0.49,0.24,0,0,0,0.62,0.74,0.12,0,0.49,0,0,0.12,0,0,0,0.167,0.033,0,0,32,485,0
0,0.31,0,0.31,0.63,0,1.26,0,0,0,0.94,1.26,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.037,0,0.074,0,39,246,0
1.21,0,0.6,0.26,0.52,0.26,1.3,0,0.6,0.08,2.43,1.04,0,0.95,0.17,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0.256,0.013,583,1339,1
0,0,0,0,0,0,0.68,0,0,0,0.68,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0.237,0,0,0,9,36,0
0,0,0,0,0,0,1.28,0,0,0,2.56,1.28,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,10,41,0
0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0,12,72,1
0,0,0,0,0.79,0,0.79,0,0,0,1.58,2.38,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0.405,0,0.27,0,13,37,0
0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,11,43,0
0,0,0,1.21,0,1.21,0,0,0,0,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0,32,76,1
0,0,0.32,0.65,0,0,1.62,0.32,0,0,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0.081,0,0,0,87,262,0
1.47,0,0,0,0,0.36,3.32,0,0,0,1.1,0.36,0,0,0,0.36,0.36,0,0,0,0,0,1.1,0,0,0,0.051,0,0,0,45,172,0
0,0,0,0,2.56,0,0.64,0,0,0,1.92,0.64,0,0,0,0.64,0.64,0,0,0,0,0,0.64,0,0,0,0,0,0,0,8,63,0
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0,95,170,1
0.76,0,0,0.5,1.01,0,0.25,0,0.76,0,2.03,1.52,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.412,0,19,249,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
0,0,0,0,0,0,3.57,0,0,1.78,0,0,0,0,0,1.78,1.78,0,0,0,0,0,1.78,0,0,3.57,0,0,0,0,11,43,0
1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0,0,0.199,11,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0.99,0,0,0.53,1.12,0.26,0.73,0,0.06,0.13,3.78,3.32,0,0.39,0.26,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0.449,0.034,272,1575,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
0.64,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0.348,0,1.16,0,15,103,0
0,0,0,0,0,0,0.27,0,0,0,1.1,0.27,0,0,0,1.93,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,101,0
0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.491,0.163,0,0,33,138,0
0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0.19,0,0,0,0,0,0,0.39,0,0,0,0,0,0.028,0,15,537,0
0.73,0,0,0.73,0,0,1.47,0,0,0,0,0,0,0,0,2.94,4.41,0,0,0,0,0,0,0,0,0,0.107,0,0,0,9,78,0
0.39,0,0.39,0,0,0,0,0,0,0,1.17,0.78,0,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0.065,0.065,0.261,0,55,159,0
0.46,0,0.16,0.24,0.79,0.27,1.01,1.23,0,0.38,3.3,1.5,0,1.09,0.35,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.322,0.165,193,3269,1
0.56,0,0.18,0,1.32,0,0.75,0.18,0,0,0.94,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.07,0,23,191,1
0,0,0,0,0,0.19,0.77,0,0,0,0.38,0,0,0,0,0.19,0,0,0,0,0,0.19,0.38,0,0,0,0.113,0,0.022,0,21,395,0
0.4,0,0,0,0.05,0,0.28,0,0,0,1.09,0.92,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.099,0,0.099,0.009,95,1310,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,1
0.76,0,1.02,0.17,0.08,0.17,0.59,0,2.21,0.08,1.61,0.42,0,0.85,0.08,0,0,0,0,0,0,0,0,0,0,0.08,0.063,0,0.394,0.012,669,1410,1
0,0,0.22,0.11,0,0,1.32,0,0,0,0.22,0,0,0,0,0.99,0,0,0,0.11,0.11,0.44,0,0,0,0.11,0.047,0,0,0,12,339,0
0,0,0,0,0,0,0,0,0,0,6.75,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,0
0.71,0,0.17,0.89,0.53,0.35,1.61,0,0,1.79,1.97,4.12,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.115,0,1.158,0,63,599,1
0,0,0,0,0.31,0,0.31,0,0,0.62,2.79,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,22,115,1
0,0,0.44,0,0,0,0.44,0,0,0,0.88,0.44,9.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1.017,72,474,1
0,0,0,0,0,0,0.56,0,0,0,2.27,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.56,0.099,0,0,0.099,2,29,0
0.32,0,0.64,0.64,0,0,0.32,0,0,0.32,2.27,3.24,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,10,139,1
0.31,0,0.63,0.31,0,0,0.31,0,0,0.31,2.55,3.19,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0.054,10,144,1
0.59,0,0.19,0,0.39,0,1.59,0,0,0.09,3.79,1.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.037,0,5.924,0,54,725,1
0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,0,0,1.19,0,0,0,0,0.404,0,0,0,11,98,0
0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0.64,0,0,0,0,0,0,0.314,0.209,0,0.104,28,195,0
0,0,0,0.34,1.7,0,1.36,0,0,0.34,1.36,0,0,0,0,0.34,0.34,1.02,0,0,0.34,0,0.34,0,0,2.38,0.055,0.11,0,0,8,91,0
0.47,0,0,0,0,0,0.47,0,0,0.47,0.94,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0.217,0,11,77,1
0,0,0,0,0,0,0.89,0,0,0,0.89,0,0,0,0,1.78,1.78,0,0,0,0.89,0.89,0,0,0,0,0.537,0,0,0.268,12,94,0
0.1,0,0,0,0.1,0.1,0.96,0,0,0,0,0,0,0,0,3.52,0.1,0,0,0.74,0,0.1,0.21,0.1,0,0,0.117,0,0,0,24,496,0
0,0,0,0,0.48,0,0.48,0,0,0.48,1.93,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,0
0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0,0,1,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0,0.422,0,17,61,1
0.47,0,0,0.23,0.47,0.23,0.7,0,0.47,1.41,2.83,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,13,83,1
0,0,0,0,0,0,0.7,0,0,0,3.52,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.1,0,0.1,0,22,69,0
0,0,0,0,0,0,1.54,0,0,2.06,0.51,0,0,0,0,3.6,2.06,0,0,0,0,0.51,0,0,0,0,0,0,0,0,4,74,0
0,0,0,0,0,0,0,0,0,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743,0,0.371,0.371,11,24,0
0.78,0,0,0,0,0,1.57,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0,0.087,0,13,90,0
0.6,0,0,0,0,0,0.12,0,0.12,0.73,0.6,0.48,0,0,0,1.58,0,0,0,0,0.36,0,0.12,0,0,0.12,0.148,0,0.033,0,65,364,0
0.28,0,0.03,0.18,0.61,0.28,0.65,1.19,0.03,0.43,2.96,1.34,0,0.5,0.54,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0.439,0.132,798,2426,1
0,0,0,0,4.54,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0.286,0,0,0,12,41,0
0.26,0,0,0.26,0,0.26,1.07,0,0,0.53,1.07,1.07,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,8,194,0
0.25,0,0.25,0,0,0.12,0.12,0,0,0,1.16,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0.663,0,11,184,1
0,0,0,0,0,0,1.03,0,0,0,3.09,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0
1.05,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,4.21,3.15,0,0,1.05,0,0,0,0,0,0,0,0.679,0,0,12,65,0
0,0,0,0,0,0,0.65,0,0.65,0,3.28,0.65,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.522,0,11,71,1
0.59,0,0.98,0.19,0.39,0,0.98,0.19,0,0,2.56,1.38,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0.766,0.026,76,632,1
0.22,0,0,0,1.82,0,0.68,0,0,0.22,2.05,1.59,0,0,0,0,0,0.22,0,0,0,0,0.91,0,0,0,0.101,0,0.135,0,27,210,0
0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,1.78,1.78,0,0,3.57,0,0,0,0,0,0,0,0,0,0,9,30,0
0,0,0,0,0,0,1.58,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0.287,0,2,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0
0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.844,0,5,15,1
0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,20,0
0.34,0,0.03,0.19,0.65,0.3,0.73,1.27,0.03,0.42,3.08,1.34,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0.335,0.125,595,2413,1
0,0,0,0,0,0.31,0.31,0,0,0,0.63,0.63,0,0,0,0,0,0.95,0,0,0,0,0.31,0,0,0,0.255,0.102,0,0.255,46,259,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0.21,0,15,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0.44,0,0,0,0,0,0,0,33,398,0
0.16,0,0.67,0.33,0.16,0,0.84,0,0.33,0.33,2.88,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.028,0,40,532,1
0.1,0,0.05,0,0,0,0.16,0,0,0,0.21,0.16,0,0,0,0.64,0.69,0.05,0,0.26,0,0.16,0.75,0,0,0,0.195,0.062,0,0,47,1073,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,8,52,1
0.43,0,0.1,0.53,0,0,0.64,0.32,0,0.1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0.016,0,29,329,1
0,0,0,0,0,0,1.16,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0
0,0,0,0,2.35,0,1.17,0,0,0,2.35,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,1
0.47,0,0,0,0,0,0,0,0,0.95,1.42,0.47,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.066,0.401,0,61,256,1
0.37,0,0,0,0.75,0,0.37,0,0,0.75,2.65,1.13,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0.882,0,78,253,1
0,0,0,0,0.72,0,0.72,0,0,0,4.37,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,9,37,0
0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0.17,0,0.17,0,24,80,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,0,0,15,19,1
0,0,0.42,0,0,0,0,0,0,0,4.2,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.644,0,14,111,1
0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,1.075,0,3,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,15,180,0
2.34,0,0,0,0,0,1.56,0,0,0,7.03,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363,0,29,147,1
0.54,0,0,0,0,0,0.54,0,0,0.54,2.17,5.97,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,22,129,1
0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,2.97,3.96,0,0,0,0.49,0,0,0,0,0,0.21,0,0,0,12,125,0
0.89,0,0,0,0,0,0.44,0,0,0,2.24,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.807,0,121,281,1
0,0,0,0,1.08,0,1.08,0,0,0,2.17,2.17,0,0,0,0,2.17,0,0,0,0,0,0,0,0,1.08,0.173,0,0,0,18,42,0
0.29,0,0,0,0,0,0.14,0,0,0,2.19,1.02,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.382,0,0.764,0,28,469,1
0.66,0,0,0,1.33,0,0,0,0,0,3.33,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,17,97,0
0,0,0,0,0,0.96,0,0,0,0,2.88,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0.616,0,3,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234,0,5,15,0
0,0,0,0,0.63,0,0,0,0.63,0,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.102,0,4,49,0
0,0,3.57,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,3.84,0,0,1.92,0,0,0,0,0,0.178,0,7,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0
0,0,0.67,0.67,0,0,2.02,0,0,0,0,0,0,0,0,2.02,1.35,0,0,0,0.67,0,0,0,0,0,0.205,0,0,0,24,142,0
1.35,1.35,0,1.35,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.588,0,17,78,1
0,0,0,0,0,0,1.29,0,0,0,1.94,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.105,0,0,1,30,0
0.29,0,0.03,0.18,0.62,0.29,0.65,1.2,0.03,0.43,3,1.35,0,0.51,0.54,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.454,0.136,739,2333,1
1.47,0,0,0,0,0,0,0,0,0,3.67,0.73,0,0,0,1.47,0.73,0.73,1.47,0,0.73,0.73,0.73,0,0,0,0.363,0.121,0,0,12,76,0
0.6,0,0,0,0,0,0,0,0,0,1.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,15,39,0
0.15,0,0,0.15,0,0.15,2.76,0,0,0,1.69,0,0,0,0,0.46,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0.023,0,0,0,58,415,0
0,0,0,0.22,0.45,0,0.22,1.59,0,0.22,1.36,0,0,0,0,0.68,0,0.22,0,0,0.22,0,0.45,0,0,0,0.053,0,0,0,152,705,0
0,0,0,0,0,0,0,0,0,0,3.63,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,41,94,1
0.61,0,0,0,0,0,0,0,0,1.23,2.46,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0.353,0,13,81,1
1.25,0,0,0,0,0,1.25,0,0,0,4.4,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0.109,9,58,0
0.45,0,0.22,0,0.45,0.22,0.9,0,0,0,1.35,1.12,0.22,0.22,0.22,0,0,0,0,0,0,0.45,0,0,0,0,0.258,0,0.129,0,71,617,1
0.13,0,0.01,0,0.13,0.03,0.45,0.07,0,0.53,0.07,0.03,0,0.01,0,0,0,0,0.01,1.57,0,0.11,0.86,0,0,0.01,0.111,0,0.002,0.01,58,3027,0
0,0,0,0,0.82,0,0,0,0,0,1.65,0.82,0,0,0,0,0,0.82,0.82,3.3,0,0,0,0,0,0,0.301,0.15,0,0,5,47,0
0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0
0,0,0,0,0,0,0.71,0,0,0,1.06,1.06,0,0,0,2.13,1.06,0.17,0.17,0,0.17,0.17,0.53,0,0,0,0.131,0.026,0.026,0,34,353,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.413,0,22,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,0,1.739,0,1,6,0
0,0,0,0,1.41,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,6,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0
0.62,0,0,0,0,0,0.62,0,0,0,2.51,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.777,0,61,278,1
1.35,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,12,132,1
0.59,0,0.19,0,0.39,0,1.59,0,0,0.09,3.67,1.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.037,0,5.836,0,54,753,1
0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.034,0,15,277,1
0.9,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0,1.81,1.81,0,0,0,0.9,0.9,0,0,0,0,0.112,0,0.225,0,10,47,0
0.29,0,0,0,0.29,0.14,0.58,0,0,0,2.35,1.02,0,0,0.44,0,0,0,0,0,0,0,0,0.29,0,0,0.204,0,0.153,0.102,73,368,1
0.43,0,0.26,0.17,4.09,0.08,1.22,0,0.78,0.26,2.35,2.35,0,0.08,0.43,0,0,0,0,0,0,0.08,0,0,0,0,0.241,0.042,0.709,0,126,1123,1
0.69,0,0,0,0.51,0.17,0,0,0.17,0,0.34,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0.026,149,942,1
0,0,0,0,0.68,1.36,1.36,0,0,0.68,2.72,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,112,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,2,2,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,53,0
0.17,0,0.34,0.05,0.05,0.05,0.52,0.05,0,0.69,4.24,1.04,0,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.02,0,12,458,1
0,0,0.39,0,0,0,0.79,0,0,0.39,2.37,2.76,0,1.18,0.79,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.612,0,13,75,1
0.43,0,0,0,0,0,0.43,0,0,0.86,1.29,4.76,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,0,47,144,1
0.46,0,0,0.46,0,0,1.38,0,2.31,0.46,2.77,2.31,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.081,0,12,102,1
0.16,0,0.33,0,1.32,0,0.16,0.16,0.16,0,2.8,2.31,0,0.33,0,0,0,0.16,0,0,0,0,0.49,0,0,0,0.126,0,0.076,0.025,37,364,0
0.42,0,0,0,0.21,0,0.42,0,0,0,1.49,0.42,0,0,0,0.21,0.21,0,0,0.21,0,0,0,0,0,0,0.139,0.034,0,0,37,312,0
0,0,0,0,0,0,0,0,0,0,0.93,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.561,0,23,65,1
0,0,0,0,0,0,0.75,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,3,20,0
0.31,0,0,0,0,0,0.63,0,0,0,0,0.31,0,0,0,0.63,0.63,0,0,0,0.31,0,0.31,0,0,0,0.588,0,0,0,55,191,0
0.4,0,0,0,0.05,0,0.28,0,0,0,1.04,0.92,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.099,0,0.089,0.009,95,1310,1
0.18,0,0.02,0.02,0.07,0,0.38,0.2,0.02,0.33,0.31,0.12,0,0,0,0,0,0,0,2.17,0,0.2,0.59,0,0,0.28,0.144,0.003,0,0,55,1825,0
0.26,0,0.08,0.08,0.08,0.17,0.17,0,0,0.26,1.75,1.14,0,0,0,1.93,0.52,0,0,0.17,0.26,0.08,0.79,0,0,0,0.063,0,0.038,0,20,646,0
0,0,0,0,0,0.48,0,0,0,0.48,1.44,2.88,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0.305,0,9,98,0
0.39,0,0,0.59,0,0,0.39,0,0,0.39,4.52,3.14,0,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.258,0,43,305,1
0.94,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0.332,0,0,0,15,161,1
0.71,0,0.17,0,1.24,0.17,0,0,0.89,0.17,1.24,1.42,6.41,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.836,58,895,1
1,0,0,0,1,0.5,2,0,0,0,6.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,14,51,0
0.18,0,0.36,0.06,0.12,0.06,0.54,0.06,0,0.72,4.48,1.15,0,0.84,0.06,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0,12,442,1
0,0,0,0,0.95,0,0.95,0,0,0,5.71,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,6,21,1
0.38,0,0,0,0.77,0.38,0.77,0,0,0,2.32,1.16,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.198,0.148,332,556,1
0.76,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0.139,0,0,0,16,71,0
0.42,0,0,0,0,0,0.21,0,0,0,1.91,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,3,14,0
0.42,0,0,0,0,0,0.84,0,0,0,2.95,2.53,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.6,0,82,197,1
0,0,0,0,0,0,0,0,0,0,0,3.27,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0.527,0,0.263,0,22,53,0
0.47,0,0.47,0,2.38,0,0.95,0,0,0.47,1.9,0,0,4.76,0,0,0,0,0,0,0,0,0.47,0,0,0,0.266,0,0.621,0.088,148,513,1
