"cut","depth","table","price","x","y","z"
"Premium",62,56,7319,7.41,7.37,4.58
"Ideal",61.9,57,8366,6.43,6.39,3.97
"Very Good",62.1,58,436,4,4.05,2.5
"Ideal",60.1,56,866,4.69,4.72,2.83
"Good",63.1,57,561,4.3,4.35,2.73
"Very Good",63.2,56,1368,5.24,5.21,3.3
"Ideal",61.7,56,1809,5.22,5.25,3.23
"Ideal",61.8,55,6543,7.03,6.92,4.31
"Premium",62.6,57,11227,7.66,7.6,4.78
"Ideal",63,56,8977,7.13,7.07,4.47
"Ideal",61.2,56,957,4.48,4.5,2.75
"Premium",59.4,59,11549,6.87,6.8,4.06
"Very Good",58.1,63,600,4.08,4.04,2.36
"Fair",66.1,55,8529,6.19,6.1,4.06
"Ideal",62,57,579,4.44,4.47,2.76
"Fair",64.4,55,3403,6.56,6.54,4.22
"Premium",62.7,56,7105,6.82,6.74,4.25
"Premium",62.2,57,2040,5.66,5.6,3.5
"Ideal",61.6,56,2326,5.77,5.72,3.53
"Ideal",61.2,56,642,4.71,4.74,2.89
"Premium",63,57,4654,6.7,6.65,4.2
"Ideal",62,54,905,4.97,4.99,3.09
"Premium",60.6,54,8924,6.56,6.52,3.96
"Very Good",61.9,59,3366,5.68,5.72,3.53
"Very Good",60.8,60,17597,7.65,7.68,4.66
"Good",63.1,57,516,4.28,4.31,2.71
"Premium",62.5,59,6932,6.78,6.83,4.25
"Ideal",61.6,56,2856,5.97,6.01,3.69
"Good",63.9,57,4223,6.08,6.03,3.87
"Premium",62.7,59,3774,6.14,6.1,3.84
"Ideal",61.8,56,2872,5.63,5.73,3.51
"Ideal",63.3,54,14505,8.09,8.14,5.13
"Premium",61.6,55,1913,5.28,5.24,3.24
"Very Good",58.1,60,1583,5.28,5.32,3.08
"Ideal",61.2,57,1299,4.83,4.87,2.97
"Premium",60,60,3333,6.36,6.31,3.8
"Premium",59.6,60,3665,6.5,6.55,3.89
"Ideal",61.7,56,5502,6.87,6.93,4.26
"Premium",61.2,62,1241,4.78,4.76,2.92
"Ideal",61.2,57,7290,6.42,6.47,3.95
"Good",63,64,17869,7.67,7.76,4.86
"Very Good",60.5,59,6962,7.71,7.8,4.69
"Very Good",62.7,54,3966,5.84,5.89,3.67
"Good",64.1,56,3111,6.37,6.3,4.06
"Ideal",61.3,54,3328,5.96,6.01,3.67
"Ideal",61.7,56,1435,5.17,5.21,3.2
"Ideal",62,57,1048,4.85,4.82,3
"Very Good",62.1,60,18398,7.94,8.03,4.96
"Very Good",58.8,58,6793,6.87,6.9,4.05
"Premium",62.5,60,561,4.32,4.38,2.72
"Ideal",61.1,59,4787,6.53,6.47,3.97
"Ideal",61.1,57,2075,6.05,6.09,3.71
"Premium",61.4,58,1050,4.75,4.73,2.91
"Ideal",61.3,54,1646,5.21,5.2,3.19
"Fair",57.3,62.5,1760,5.65,5.7,3.25
"Ideal",62.6,53,445,4.04,4.08,2.54
"Ideal",61.6,57,5237,7,7.06,4.33
"Premium",63,60,1954,5.88,5.82,3.66
"Very Good",62.8,60,6600,6.32,6.36,3.98
"Very Good",63.5,57,2106,5.59,5.66,3.59
"Ideal",61.7,57,972,4.42,4.39,2.72
"Ideal",61.5,56,770,4.62,4.59,2.83
"Ideal",62.2,53,689,4.73,4.76,2.95
"Very Good",61.8,55,403,4.35,4.42,2.71
"Premium",59.4,60,6504,7.02,6.96,4.15
"Premium",60.7,59,4070,6.36,6.3,3.84
"Very Good",63.5,56,4703,6.36,6.43,4.06
"Very Good",62.8,59,829,4.88,4.91,3.07
"Ideal",62.7,54,698,4.36,4.35,2.73
"Ideal",61.6,57,1013,4.32,4.29,2.65
"Ideal",60.6,59,603,4.3,4.34,2.62
"Ideal",60.1,57,1371,5.45,5.49,3.29
"Ideal",60.3,57,1824,5.37,5.41,3.25
"Ideal",62.1,54,1237,5.3,5.33,3.3
"Very Good",62.1,57,6036,6.41,6.48,4
"Premium",60.7,59,1038,4.66,4.63,2.82
"Premium",60.9,58,878,4.73,4.7,2.87
"Premium",61.9,56,506,4.32,4.28,2.66
"Ideal",62.1,55,4752,6.54,6.61,4.08
"Very Good",63.4,55,9482,8.07,8.04,5.11
"Ideal",61.8,56,1875,5.1,5.16,3.17
"Premium",61.3,58,9039,6.52,6.43,3.97
"Good",56.2,60,395,4.14,4.19,2.34
"Ideal",62.3,56,2073,5.43,5.46,3.39
"Ideal",62.4,57,2203,5.12,5.08,3.18
"Premium",58.8,61,5606,6.73,6.67,3.94
"Ideal",62.1,53,573,4.75,4.78,2.96
"Very Good",59.2,58,9540,8.1,8.21,4.83
"Ideal",62.7,55,6678,6.7,6.79,4.23
"Ideal",62.2,55,866,4.63,4.67,2.89
"Very Good",60.6,59,17118,8.11,8.25,4.96
"Premium",61.6,59,492,4.41,4.42,2.72
"Very Good",61.7,56,753,4.56,4.58,2.82
"Fair",67.7,57,10483,7.88,7.64,5.26
"Ideal",61.1,56,650,4.33,4.37,2.66
"Ideal",61.5,56,692,4.45,4.5,2.75
"Ideal",61.2,59,805,4.37,4.39,2.68
"Premium",59.6,58,1796,6.24,6.14,3.69
"Ideal",61.5,57,2429,5.27,5.34,3.26
"Very Good",62.9,60,4781,6.3,6.35,3.98
"Ideal",61.2,56,742,4.34,4.38,2.67
"Ideal",62.8,56,702,4.46,4.49,2.81
"Premium",61.9,58,5027,6.63,6.68,4.12
"Good",61.8,65,1128,5.07,5.02,3.12
"Good",63.9,58,14026,7.24,7.2,4.61
"Very Good",60.1,59,6342,6.56,6.61,3.96
"Premium",58.3,60,2603,5.83,5.8,3.39
"Ideal",62.1,57,1251,4.93,4.89,3.05
"Premium",62.9,57,5174,6.37,6.32,3.99
"Ideal",61.9,57,1974,5.65,5.69,3.51
"Ideal",61.6,55,1934,5.49,5.51,3.39
"Ideal",61,57,919,4.86,4.81,2.95
"Good",60.1,63,4877,6.68,6.7,4.02
"Ideal",62.2,55,462,4.06,4.11,2.54
"Very Good",63.5,59,4758,6.61,6.56,4.18
"Ideal",60.8,57,15011,7.69,7.71,4.68
"Premium",60.8,58,14372,7.44,7.29,4.48
"Premium",63,60,7032,6.68,6.6,4.18
"Premium",61.5,57,9333,6.97,6.86,4.25
"Ideal",62.8,57,7292,6.54,6.58,4.12
"Ideal",60.4,59,7458,6.52,6.5,3.93
"Very Good",62.8,59,958,4.76,4.8,3
"Premium",59.9,61,705,4.47,4.44,2.67
"Ideal",60.9,57,680,4.34,4.36,2.65
"Premium",61.8,59,9301,7.36,7.4,4.56
"Very Good",63.1,59,4586,6.14,6.1,3.86
"Ideal",61,56,1193,4.68,4.7,2.86
"Premium",60,60,12271,8.16,8.13,4.89
"Very Good",60.1,58,1788,5.79,5.82,3.49
"Fair",55.9,62,581,4.6,4.56,2.56
"Premium",60.5,58,14127,7.88,7.83,4.75
"Good",58.1,64,11041,8.3,8.27,4.81
"Ideal",61.2,55,14638,8.33,8.3,5.09
"Premium",60,58,6122,6.62,6.54,3.95
"Premium",62.6,59,8426,7.08,7.14,4.45
"Very Good",59.7,57,2841,6.12,6.14,3.66
"Premium",62.2,58,9411,6.89,6.84,4.27
"Ideal",61.1,56,1719,5.4,5.43,3.31
"Very Good",62.8,55,489,4.31,4.35,2.72
"Ideal",62.5,57,4484,6.61,6.58,4.12
"Very Good",62.7,58,7550,7.37,7.41,4.63
"Premium",61.3,58,1746,5.12,5.06,3.12
"Premium",62.2,60,7812,7.29,7.24,4.52
"Ideal",61.6,56,1294,4.9,4.88,3.01
"Ideal",62.9,57,6069,7.21,7.07,4.49
"Ideal",62.8,56,1698,5.28,5.23,3.3
"Very Good",61.1,58,6086,6.81,6.83,4.17
"Ideal",61.7,56,6630,6.61,6.65,4.09
"Very Good",62.9,56,7695,6.56,6.6,4.14
"Ideal",61.8,56,13393,7.67,7.71,4.75
"Premium",62,58,8733,6.89,6.86,4.26
"Ideal",61.6,57,734,4.32,4.35,2.67
"Very Good",61,57,461,4.01,4.04,2.45
"Very Good",60.6,58,17694,8.27,8.32,5.03
"Ideal",62.6,57,6804,6.4,6.35,3.99
"Very Good",62,63,7161,7.24,7.28,4.5
"Ideal",61.3,57,1247,5.27,5.24,3.22
"Ideal",61.7,54,3524,5.76,5.82,3.57
"Very Good",63.4,54,2114,5.52,5.49,3.49
"Very Good",63.4,55,9680,6.46,6.51,4.11
"Good",59.7,65,9954,7.46,7.34,4.42
"Ideal",61.6,55.6,2019,5.19,5.24,3.22
"Ideal",62,56,10967,6.43,6.48,4
"Premium",62.9,59,882,4.72,4.69,2.96
"Fair",65.6,58,3765,6.3,6.26,4.12
"Very Good",58.4,58,1382,5.29,5.33,3.1
"Premium",60.7,61,840,5.14,5.05,3.09
"Fair",57.3,63,2273,5.78,5.84,3.33
"Premium",61.1,60,709,4.58,4.52,2.78
"Good",63.2,57,1197,5.23,5.27,3.32
"Ideal",61.8,56,4814,6.54,6.6,4.06
"Ideal",60.9,57,3760,5.83,5.85,3.56
"Ideal",61.2,57,11148,7.52,7.48,4.59
"Very Good",63.4,56,926,4.78,4.75,3.02
"Ideal",62.6,55,1657,4.92,4.95,3.09
"Ideal",61.9,56,1150,4.8,4.85,2.98
"Ideal",62,55,721,4.64,4.69,2.89
"Premium",62,61,2176,6.65,5.69,3.46
"Very Good",63.5,59,4412,6.36,6.31,4.02
"Ideal",62,57,1310,4.82,4.8,2.98
"Premium",62.6,58,2538,5.4,5.34,3.36
"Ideal",62.5,56,1629,5.12,5.16,3.21
"Premium",62.6,58,743,4.44,4.41,2.77
"Very Good",62.6,56,4915,6.63,6.69,4.17
"Good",63.5,57,755,4.69,4.73,2.99
"Good",58,61,891,4.86,4.9,2.83
"Very Good",62.1,57,1819,5.27,5.3,3.28
"Premium",58,62,3911,6.56,6.48,3.79
"Premium",58.8,61,4468,6.53,6.46,3.82
"Premium",60.7,60,765,4.51,4.48,2.73
"Premium",60.7,60,14844,7.46,7.37,4.5
"Ideal",61.4,56,2756,5.76,5.73,3.53
"Ideal",62.1,57,7869,6.77,6.82,4.22
"Good",63.1,58,491,4.23,4.27,2.68
"Ideal",61,55,1065,5.22,5.19,3.18
"Ideal",60.6,55,4077,6.27,6.33,3.82
"Ideal",61.9,56,4871,6.64,6.61,4.1
"Very Good",63.1,57,13369,7.34,7.25,4.6
"Very Good",61.3,56,633,4.1,4.13,2.53
"Very Good",59.5,59,487,4.29,4.35,2.57
"Premium",62.8,61,4022,6.37,6.25,3.96
"Ideal",62.7,54,1989,5.58,5.56,3.49
"Ideal",62.4,53.6,2907,5.42,5.45,3.39
"Ideal",62.1,55,1277,5.1,5.13,3.17
"Premium",62.8,55,17496,7.01,6.95,4.38
"Ideal",62.5,58,4704,6.38,6.33,3.97
"Good",63.1,55,544,4.33,4.36,2.74
"Ideal",59.5,56,778,4.41,4.37,2.61
"Ideal",61.7,56,987,4.86,4.9,3.01
"Very Good",61.6,56,1007,4.76,4.78,2.94
"Very Good",62.6,61,5324,6.7,6.75,4.21
"Very Good",63.3,55,709,4.31,4.28,2.72
"Ideal",61.3,56,6006,6.85,6.88,4.21
"Ideal",60.6,56,1386,5.44,5.49,3.31
"Ideal",62.3,56,1566,5.15,5.18,3.22
"Good",62.2,62,1059,4.79,4.85,3
"Ideal",61.9,56,2756,5.71,5.73,3.54
"Premium",61.6,58,4811,6.52,6.46,4
"Ideal",61.7,57,1079,4.76,4.8,2.95
"Very Good",61.1,62,485,3.92,3.94,2.4
"Very Good",63.3,60,878,4.25,4.22,2.68
"Good",63.7,57,9542,7.08,6.99,4.48
"Ideal",60.3,60,4757,6.67,6.62,4.01
"Ideal",59.9,59,2762,6.01,6.07,3.62
"Ideal",61.7,54,791,4.78,4.79,2.95
"Ideal",62.4,54,1060,4.49,4.45,2.79
"Premium",59.7,59,5882,6.64,6.59,3.95
"Very Good",62.3,58,1969,5.49,5.53,3.43
"Very Good",60.1,58,620,4.17,4.22,2.52
"Ideal",63,57,827,4.52,4.46,2.83
"Ideal",60.9,57,10886,6.98,7.01,4.26
"Good",63.5,56,589,4.69,4.7,2.98
"Ideal",61.3,56,1562,5.14,5.11,3.14
"Premium",61.5,59,10738,7.47,7.45,4.59
"Very Good",61,63,2851,6.22,6.07,3.75
"Very Good",63.3,56.3,2443,5.47,5.55,3.48
"Very Good",62.2,55.9,4018,6.34,6.29,3.94
"Ideal",60.7,57,1854,5.12,5.22,3.14
"Premium",62.9,57,3750,6.39,6.33,4
"Very Good",60.3,59,1415,5.11,5.14,3.09
"Very Good",63.5,58,845,4.7,4.75,3
"Premium",60.1,59,5306,6.74,6.67,4.03
"Premium",61.9,58,1087,4.82,4.77,2.97
"Ideal",61.6,54,696,4.33,4.37,2.68
"Ideal",60.4,56,1948,5.24,5.29,3.18
"Ideal",62.6,56,17894,7.41,7.44,4.65
"Very Good",60.6,56,6733,6.5,6.53,3.95
"Premium",63,58,810,4.7,4.66,2.95
"Premium",62,60,594,4.46,4.41,2.75
"Premium",61.9,57,2829,5.88,5.82,3.62
"Ideal",61.5,55,680,4.37,4.41,2.7
"Ideal",60.7,56,1557,5.18,5.23,3.16
"Very Good",61.4,56,1612,5.15,5.18,3.17
"Ideal",61,56,3185,5.75,5.79,3.51
"Ideal",61.7,56,11826,7.52,7.62,4.67
"Ideal",62.3,54,13439,7.11,7.15,4.43
"Ideal",61.7,56,2797,5.12,5.16,3.17
"Premium",59.2,59,3161,5.86,5.8,3.45
"Premium",60.7,59,3730,6.26,6.19,3.78
"Very Good",63.3,58,4244,6.36,6.3,4.01
"Ideal",62.1,56,1733,4.96,4.93,3.07
"Very Good",59.9,59,10685,7.6,7.52,4.53
"Premium",62.5,58,776,4.32,4.29,2.69
"Premium",61.3,60,700,4.62,4.65,2.84
"Good",64,56,595,4.58,4.45,2.89
"Ideal",60.4,61,710,4.37,4.44,2.66
"Premium",61.3,58,394,4.28,4.33,2.64
"Premium",59.2,59,13720,7.44,7.39,4.39
"Ideal",62.3,55,734,4.33,4.37,2.71
"Ideal",62,54.4,2438,5.44,5.47,3.38
"Ideal",61.3,56,3079,5.79,5.83,3.56
"Very Good",62.9,56,2400,5.66,5.73,3.58
"Ideal",61.4,57,2067,5.41,5.34,3.3
"Good",63.2,55,1422,5.15,5.2,3.27
"Ideal",60.7,54,13135,7.41,7.48,4.53
"Premium",58.8,58,17203,7.51,7.43,4.39
"Premium",61.8,58,1786,5.29,5.22,3.25
"Ideal",61.2,59,7072,6.84,6.89,4.2
"Very Good",63.2,55,504,4.36,4.34,2.75
"Very Good",60.6,61,5202,6.21,6.29,3.79
"Very Good",63.1,56,7862,6.58,6.51,4.13
"Good",63.2,54,589,4.36,4.38,2.76
"Very Good",60.5,57,640,4.39,4.42,2.67
"Ideal",61.2,55,734,4.37,4.39,2.68
"Ideal",61.6,56,3927,6.47,6.51,4
"Very Good",61.7,59,15440,7.29,7.33,4.51
"Ideal",61.5,57,718,4.52,4.55,2.79
"Ideal",62.7,55,827,4.75,4.79,2.99
"Premium",61.7,58,855,4.74,4.69,2.91
"Ideal",60.8,55,10581,7.27,7.2,4.4
"Very Good",62.1,58,742,4.25,4.29,2.65
"Ideal",59.9,58,4749,6.67,6.63,3.98
"Premium",62.4,57,1013,4.29,4.27,2.67
"Ideal",60.1,59,12244,7.67,7.64,4.6
"Good",62.4,55,7738,7.27,7.34,4.56
"Fair",65.9,57,2203,5.6,5.54,3.67
"Ideal",62,55,1305,5.12,5.09,3.16
"Ideal",61.8,56,5352,6.58,6.55,4.06
"Premium",62.5,58,1056,4.78,4.85,3.01
"Fair",64.6,60,701,5.04,4.96,3.23
"Very Good",62.6,56,552,4.24,4.29,2.67
"Ideal",61.6,55,1737,5.55,5.59,3.43
"Premium",62.1,58,7575,6.4,6.37,3.97
"Good",65.8,59,4108,6,6.04,3.96
"Very Good",61.7,57,548,4.08,4.12,2.53
"Fair",65.5,55,2300,5.59,5.56,3.65
"Ideal",61.5,56,1035,5.17,5.21,3.19
"Very Good",62.9,58,432,4.33,4.35,2.73
"Very Good",62.7,58,5916,6.88,6.94,4.33
"Premium",59.8,62,1653,5.36,5.31,3.19
"Ideal",61.6,56,1933,5.12,5.16,3.17
"Ideal",61.6,55,4854,6.73,6.7,4.14
"Good",63.7,58,3669,6.12,6.09,3.89
"Ideal",61,56,2010,5.2,5.23,3.18
"Very Good",59.6,61,4355,6.56,6.59,3.92
"Good",57.8,58,4218,6.55,6.61,3.8
"Very Good",60.7,59,1190,5.11,5.04,3.08
"Premium",59.3,58,7240,6.53,6.49,3.86
"Good",63.5,59,2029,5.63,5.67,3.59
"Ideal",61.7,55,742,4.57,4.6,2.83
"Good",63.8,55,2453,5.74,5.8,3.68
"Premium",62.1,59,854,4.45,4.4,2.75
"Ideal",61.9,55,2034,5.75,5.69,3.54
"Fair",61.7,66,593,4.25,4.31,2.64
"Premium",60.2,59,899,4.79,4.84,2.9
"Premium",61.9,59,561,4.36,4.39,2.71
"Ideal",62.4,55,1031,4.8,4.82,3
"Premium",63,58,480,4.35,4.32,2.73
"Good",63.6,58,2117,5.59,5.57,3.55
"Ideal",61.1,55,569,4.37,4.32,2.66
"Ideal",61,56,552,4.35,4.37,2.66
"Premium",62.1,59,630,4.28,4.25,2.65
"Ideal",61.2,55,5226,6.25,6.21,3.81
"Good",63.5,61,5497,6.27,6.35,4.01
"Good",63.8,59,787,4.66,4.59,2.95
"Ideal",61.7,55,1650,5.23,5.27,3.24
"Ideal",60.7,57,4319,6.51,6.54,3.96
"Premium",62.2,58,2074,5.69,5.72,3.55
"Good",60.3,60.7,3121,5.86,5.9,3.55
"Premium",62,60,11460,7.79,7.75,4.82
"Ideal",61.7,53,1223,4.85,4.87,3
"Ideal",61.2,57,655,4.3,4.39,2.66
"Premium",61.3,59,1295,4.73,4.79,2.92
"Ideal",61.5,54,2013,5.54,5.58,3.42
"Ideal",61.2,56,375,3.97,4,2.44
"Very Good",61.4,56,11631,6.62,6.68,4.08
"Premium",62.1,58,3941,6.22,6.18,3.85
"Very Good",61.7,54,8973,7.37,7.41,4.56
"Ideal",62.5,54,7074,6.59,6.62,4.12
"Premium",62.6,59,4265,6.6,6.56,4.12
"Ideal",62,57,3629,6.65,6.55,4.06
"Premium",59.4,60,3360,6.55,6.49,3.87
"Premium",62.6,58,4969,6.72,6.66,4.19
"Ideal",61.9,54,10957,7.03,7.06,4.35
"Good",63.7,55,4192,6.75,6.81,4.32
"Ideal",61.1,53,842,4.4,4.44,2.7
"Ideal",62.6,52,705,4.73,4.76,2.97
"Very Good",62.3,60,7775,7.28,7.22,4.52
"Good",56.8,64,1180,5.08,4.99,2.86
"Premium",61.1,57,15148,8.82,8.76,5.37
"Very Good",63.5,58,593,4.46,4.49,2.84
"Ideal",62.2,55,710,4.29,4.33,2.68
"Good",57.4,59,4032,6.61,6.53,3.77
"Very Good",59.8,63,16914,8.11,8.14,4.86
"Ideal",61.4,55,616,4.51,4.54,2.78
"Good",60.9,56,7492,6.49,6.52,3.96
"Ideal",62.1,55,776,4.31,4.26,2.66
"Very Good",62.6,56,579,4.38,4.41,2.75
"Ideal",61.8,57,863,4.75,4.79,2.95
"Premium",61.2,61,5294,6.44,6.41,3.93
"Ideal",61.8,56,2691,5.69,5.72,3.53
"Ideal",62.2,58,3309,5.67,5.71,3.54
"Premium",62.6,59,880,4.48,4.44,2.79
"Ideal",62.9,57,576,4.4,4.37,2.76
"Ideal",61.1,56,4290,6.6,6.66,4.05
"Very Good",63.5,57,2685,5.63,5.68,3.59
"Ideal",61,56,6352,6.97,7.02,4.27
"Very Good",63.5,58,732,4.3,4.27,2.72
"Ideal",60.2,56,12991,7.57,7.64,4.58
"Ideal",60.6,56,1915,5.36,5.33,3.24
"Ideal",61.6,56,2135,5.37,5.4,3.31
"Ideal",60.6,57,2700,5.78,5.83,3.52
"Ideal",61.7,55,627,4.38,4.4,2.71
"Very Good",63.2,56,11782,7.78,7.73,4.9
"Premium",62,59,906,4.55,4.51,2.81
"Premium",60,60,3379,6.28,6.23,3.75
"Very Good",62.6,57,1062,5.17,5.21,3.25
"Ideal",60.8,57,2956,5.75,5.77,3.5
"Fair",64.6,57,2318,5.6,5.57,3.61
"Premium",61.2,60,993,4.84,4.8,2.95
"Ideal",61.5,56,2490,5.73,5.76,3.53
"Premium",62.5,58,6290,6.47,6.43,4.03
"Premium",59.9,58,2306,5.73,5.69,3.42
"Ideal",61.7,56,571,4.55,4.59,2.82
"Ideal",62.5,57,972,4.39,4.34,2.73
"Premium",59.6,60,9541,6.91,6.89,4.11
"Ideal",62,56,1243,4.51,4.49,2.79
"Good",63.6,59,4309,6.06,6.11,3.87
"Ideal",59,60,1055,4.98,5.05,2.96
"Very Good",63.3,56,3018,6.38,6.31,4.02
"Ideal",63,55,576,4.39,4.34,2.75
"Ideal",60,59,4383,6.72,6.77,4.05
"Ideal",61.3,56,631,4.51,4.46,2.75
"Premium",60.6,55,1092,4.77,4.73,2.88
"Ideal",62,56,2829,5.36,5.38,3.33
"Ideal",61.5,57,6984,6.62,6.65,4.08
"Ideal",62.1,55,7364,6.64,6.67,4.13
"Premium",61.6,58,10824,7.37,7.41,4.55
"Ideal",62.8,56,4899,6.5,6.56,4.1
"Ideal",61.9,55,2251,5.17,5.2,3.21
"Ideal",61.3,55,1076,4.83,4.79,2.95
"Very Good",61.2,60,6071,6.83,6.9,4.2
"Good",57.8,60,2801,5.9,5.87,3.4
"Premium",61.2,61,1155,4.88,4.83,2.97
"Good",59.2,64,1989,5.79,5.66,3.4
"Very Good",62.5,58,15829,7.56,7.66,4.76
"Ideal",62.1,55,639,4.39,4.43,2.74
"Very Good",63.1,61,924,4.71,4.67,2.96
"Very Good",63.3,57,7428,7.2,7.25,4.57
"Very Good",59.6,63,2724,5.92,5.75,3.48
"Premium",62.2,58,2832,5.72,5.66,3.54
"Premium",61.3,60,2818,6.43,6.39,3.93
"Ideal",60.7,56,11447,8.01,8.09,4.89
"Ideal",62.5,56,7504,7.09,7.05,4.42
"Premium",60.9,61,3437,6.24,6.2,3.79
"Very Good",59.6,58.2,1273,4.99,5.06,3
"Ideal",62.3,56,7388,7.34,7.24,4.54
"Very Good",63,58,12297,7.43,7.48,4.7
"Premium",63,59,4956,6.44,6.32,4.02
"Very Good",62.2,57,7893,7.17,7.1,4.44
"Premium",61.5,59,2822,5.73,5.68,3.51
"Ideal",60.8,57,723,4.45,4.47,2.71
"Ideal",62.6,55,756,4.39,4.36,2.74
"Very Good",63.2,59,969,4.72,4.68,2.97
"Premium",58.2,58,2020,5.33,5.29,3.09
"Very Good",58.8,59,778,4.44,4.47,2.62
"Very Good",60.2,55,1722,5.25,5.28,3.17
"Very Good",61.1,55,766,4.39,4.41,2.69
"Ideal",62.3,53,687,4.35,4.38,2.72
"Ideal",62.7,56,1758,5.14,5.1,3.21
"Ideal",62.1,54,1746,5.13,5.11,3.18
"Premium",58.2,60,2705,5.79,5.75,3.36
"Good",63.1,56,5420,6.27,6.31,3.97
"Fair",55.3,69,1411,5.85,5.69,3.19
"Very Good",59.4,57,779,4.39,4.43,2.62
"Ideal",61.1,56,2183,5.71,5.78,3.51
"Very Good",63.7,54,451,3.98,4.03,2.55
"Very Good",63,57,4254,6.17,6.21,3.9
"Very Good",62.7,61,1197,5.01,5.07,3.16
"Very Good",62.2,57,2001,5.77,5.8,3.6
"Premium",61.9,59,4826,7.15,7.11,4.41
"Premium",61.5,58,7855,6.98,6.96,4.29
"Premium",61.4,58,15792,7.42,7.37,4.54
"Very Good",58.5,59,4484,6.35,6.36,3.72
"Premium",62.9,58,10752,6.34,6.28,3.97
"Ideal",62.3,56,477,4.29,4.31,2.68
"Ideal",62.3,53,1799,5.27,5.29,3.29
"Ideal",62.2,54,987,4.33,4.35,2.7
"Premium",61.7,56,6503,6.72,6.61,4.11
"Premium",62.5,59,6951,6.57,6.54,4.1
"Very Good",62.2,58,419,3.95,3.99,2.47
"Ideal",61.1,58,715,4.26,4.28,2.61
"Good",63.8,55,7639,6.97,6.94,4.44
"Very Good",63.5,57,12872,7.23,7.19,4.58
"Ideal",61.3,55,421,4.35,4.38,2.67
"Premium",62.6,56,1286,5.1,5.06,3.18
"Ideal",60.7,56,971,4.59,4.63,2.8
"Very Good",63,58,4594,6.36,6.4,4.02
"Ideal",62,57,684,4.29,4.32,2.67
"Premium",61.8,58,431,4.32,4.35,2.68
"Good",60.3,61,667,4.74,4.78,2.87
"Premium",62.2,57,5055,6.57,6.48,4.06
"Ideal",62.1,55,590,4.33,4.36,2.7
"Premium",61.2,59,5894,6.54,6.47,3.98
"Premium",61.7,60,4363,6.58,6.49,4.03
"Ideal",62,55.6,11401,6.94,6.96,4.31
"Fair",55.8,61,7509,7.72,7.63,4.28
"Ideal",62.4,53.9,2907,5.42,5.43,3.38
"Ideal",62.1,55,14482,7.38,7.33,4.56
"Premium",62.1,58,827,4.76,4.78,2.96
"Premium",62.8,58,7754,7.47,7.4,4.67
"Ideal",61.7,57,769,4.1,4.07,2.52
"Premium",60.9,58,512,4.56,4.53,2.77
"Premium",62,58,6441,6.44,6.4,3.98
"Very Good",57.7,62,8668,6.57,6.63,3.81
"Very Good",61.6,61,2515,5.7,5.72,3.52
"Ideal",62,54,698,4.39,4.35,2.71
"Premium",61.3,58,761,4.32,4.3,2.64
"Ideal",61.9,55,565,4.51,4.53,2.8
"Ideal",62.2,54,1721,5.12,5.07,3.17
"Premium",62.5,58,5549,6.5,6.47,4.05
"Ideal",61.6,56,691,4.81,4.83,2.97
"Very Good",60.4,61,2080,5.61,5.64,3.4
"Ideal",62.4,55,524,4.36,4.39,2.73
"Ideal",61.2,54,10839,7.03,7.06,4.31
"Premium",62.7,58,9768,7.27,7.34,4.58
"Very Good",62.4,55,2623,5.88,5.92,3.68
"Ideal",62.6,56,2442,5.45,5.48,3.42
"Good",60.5,63,954,4.75,4.77,2.88
"Good",57.7,63,2447,6.05,5.97,3.47
"Ideal",61.4,56,7550,6.77,6.81,4.17
"Ideal",60.7,58,3265,5.72,5.75,3.48
"Very Good",62.8,57,821,4.52,4.55,2.85
"Premium",59.9,62,10517,7.4,7.37,4.42
"Premium",63,58,7797,6.43,6.4,4.04
"Ideal",61.1,57,852,4.58,4.62,2.81
"Ideal",61.5,55,2815,5.73,5.79,3.54
"Premium",62.3,62,7018,7.32,7.21,4.51
"Good",64.1,57,6020,6.32,6.29,4.04
"Very Good",60.2,59,2846,5.79,5.84,3.5
"Premium",61.9,60,4172,6.37,6.3,3.92
"Ideal",61.6,57,6838,7.01,6.98,4.31
"Ideal",61.7,56,988,4.36,4.33,2.68
"Premium",60,62,4189,6.48,6.45,3.88
"Ideal",62,54,694,4.76,4.79,2.96
"Ideal",61.4,54,2184,5.77,5.66,3.51
"Premium",62.4,58,605,4.26,4.3,2.67
"Very Good",62.6,58,2862,5.9,5.92,3.7
"Ideal",62.4,57,4419,6.56,6.58,4.1
"Ideal",60.8,57,1754,5.24,5.29,3.2
"Ideal",62.6,54,1106,4.71,4.74,2.96
"Very Good",59.2,58,6612,6.52,6.58,3.88
"Ideal",61,57,8044,6.57,6.55,4
"Premium",62.6,58,756,4.36,4.33,2.72
"Ideal",62.3,53,914,4.35,4.38,2.72
"Premium",61.2,59,605,4.4,4.36,2.68
"Premium",60.2,60,5402,6.7,6.66,4.02
"Good",63.9,57,752,4.1,4.07,2.61
"Premium",62.4,58,17149,8.41,8.36,5.23
"Ideal",62.2,54.1,907,4.8,4.83,3
"Ideal",61.5,55,3321,5.88,5.92,3.63
"Ideal",61.2,57,2515,5.77,5.7,3.51
"Very Good",59.5,58,1054,4.74,4.77,2.83
"Premium",59.4,58,583,4.37,4.45,2.62
"Premium",61.8,59,605,4.34,4.37,2.69
"Ideal",61.2,56,1723,5.31,5.34,3.26
"Ideal",60.1,58,697,4.74,4.78,2.86
