CustomerID,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,HomeOwner,CarsOwned,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardSpendMonth
5108-FDPWWG-WO0,Female,63,15,Labor,No,22,Yes,49000,14.1,2.162517,4.746483,No,Married,3,0,0,1,23,No,No,Mast,37,6064.9
0342-ZGHGJT-9OL,Female,33,14,Crafts,No,8,No,31000,7.8,0.631098,1.786902,No,Unmarried,1,6,0,4,25,No,No,Disc,5,2887.9
1889-TEMGVP-F4B,Female,58,12,Sales,No,5,No,44000,4.1,0.503316,1.300684,No,Unmarried,1,5,1,0,26,No,No,Disc,21,3214.9
7452-LHMCQF-Q3J,Female,76,11,Sales,No,7,Yes,9000,3.1,0.130572,0.148428,No,Unmarried,1,0,1,0,26,No,No,Visa,26,593.4
1123-TFVLIA-C6F,Female,79,21,Sales,No,13,Yes,9000,13.4,0.465516,0.740484,No,Unmarried,1,13,0,1,24,Yes,Yes,Mast,30,1107.2
4050-QDYQAT-KRZ,Male,36,15,Service,No,7,No,39000,8,0.43368,2.68632,No,Married,2,7,0,1,27,No,Yes,AMEX,13,1235.2
6738-QPDWSF-94T,Female,43,17,Service,No,8,No,115000,19.8,8.12889,14.64111,Yes,Married,5,1,1,4,16,Yes,Yes,Disc,9,1851.5
5818-QGNWFO-WG9,Male,33,14,Crafts,No,12,No,36000,5.2,1.71288,0.15912,No,Married,4,1,0,3,23,No,Yes,AMEX,9,4826.3
4127-FXKNGV-3HP,Female,44,11,Labor,Yes,17,No,62000,5.3,0.456754,2.829246,No,Unmarried,1,7,0,2,23,No,No,Visa,23,3985.3
1226-LBGDPO-XZ6,Male,71,11,Sales,No,9,Yes,11000,4.7,0.140107,0.376893,No,Married,2,0,0,2,24,No,No,Visa,38,2791.9
1185-HDYZLU-09O,Female,68,11,Sales,No,11,Yes,11000,3.6,0.074844,0.321156,No,Married,2,4,0,0,29,No,Yes,Visa,29,3088.3
6572-WBWIQP-FTE,Female,57,13,Labor,Yes,17,Yes,29000,3.5,0.4466,0.5684,No,Married,2,4,1,4,26,Yes,Yes,Visa,4,1953.6
0740-RKMLMA-841,Male,41,14,Sales,Yes,1,No,17000,15.1,0.480029,2.086971,No,Married,5,0,0,2,33,No,Yes,Mast,3,1805.1
1387-YTTEPG-UWM,Male,66,13,Labor,No,25,Yes,18000,16.6,0.236052,2.751948,No,Married,2,2,0,2,35,No,No,Visa,7,4357.6
2726-JQACBX-VTZ,Male,31,12,Sales,No,4,No,27000,6.3,0.726327,0.974673,No,Married,5,6,1,5,24,No,Yes,Mast,13,689.8
6495-YYHFOG-2ZD,Female,61,18,Labor,No,25,No,274000,5.4,5.430132,9.365868,No,Married,2,0,0,1,20,No,Yes,Disc,31,9966
6082-ZTDRNG-W1I,Male,33,17,Labor,No,7,No,40000,5,0.524,1.476,No,Married,2,3,1,0,30,Yes,No,Mast,15,4194.2
8590-ODBHMF-7EP,Female,29,19,Agriculture,No,3,No,16000,2.6,0.054496,0.361504,No,Unmarried,1,3,0,6,22,No,Yes,Disc,9,1769.4
4113-SDMMYG-G8Z,Male,35,20,Professional,No,3,No,235000,1.8,0.57105,3.65895,No,Married,4,6,1,2,35,No,Yes,Disc,13,2312.8
9246-LLUDZC-NK7,Female,19,14,Sales,No,0,No,23000,10.7,1.395387,1.065613,No,Married,5,0,1,2,27,Yes,Yes,Visa,1,1413.6
1707-MZDKNH-2Y0,Male,21,16,Labor,Yes,0,No,16000,2.5,0.0848,0.3152,No,Unmarried,1,4,1,4,27,No,No,Disc,4,1671.6
7898-VVDOKL-C9F,Female,42,15,Sales,No,6,No,38000,5,0.6289,1.2711,No,Married,5,0,1,3,23,Yes,Yes,Mast,16,3077.4
4744-PXITHF-915,Male,64,15,Crafts,No,20,No,90000,7.5,1.45125,5.29875,No,Unmarried,1,4,1,2,17,Yes,No,Disc,28,1852.5
3120-WKGJZA-3O5,Male,58,15,Professional,No,8,No,75000,8.5,0.57375,5.80125,No,Married,2,0,1,2,30,No,No,AMEX,29,6440.6
6454-DJXEDN-YR3,Female,43,22,Professional,No,4,No,35000,12.6,1.35828,3.05172,No,Unmarried,1,4,1,3,27,Yes,Yes,Mast,18,1208.1
0721-UPHBYA-KDA,Female,50,9,Sales,Yes,4,No,25000,2.4,0.1884,0.4116,No,Married,2,1,1,2,26,No,No,Disc,9,443.7
4706-MHDIDJ-AN6,Female,74,19,Labor,Yes,37,Yes,27000,2.6,0.626886,0.075114,No,Unmarried,1,1,1,4,34,Yes,No,Mast,40,1241.9
1181-IYWSXJ-S0C,Female,28,10,Sales,No,1,No,25000,9,0.08775,2.16225,No,Married,3,8,1,2,25,No,No,Othe,10,2654.2
1541-VVBZZE-2V2,Female,65,8,Crafts,Yes,32,No,125000,6.1,2.4095,5.2155,No,Unmarried,1,0,1,3,29,No,Yes,Visa,37,2721.1
8632-GOCPQE-72H,Male,65,18,Professional,No,3,No,36000,19.8,3.770712,3.357288,Yes,Married,2,6,0,2,27,Yes,Yes,Disc,14,1476.7
9402-KGKHDE-WVK,Female,58,10,Crafts,Yes,22,No,76000,5.9,0.7847,3.6993,No,Married,2,5,1,0,16,No,Yes,Othe,28,5270.1
4450-XGEADS-DGC,Female,29,15,Crafts,Yes,5,No,45000,4.9,0.412335,1.792665,No,Unmarried,1,1,0,2,28,No,No,Mast,11,1941.3
1866-CKCXLR-VFF,Female,40,18,Labor,Yes,9,No,84000,2.9,0.538356,1.897644,No,Unmarried,1,0,1,2,22,No,No,Disc,18,4095.4
0417-AAEGSX-04Q,Female,28,11,Crafts,Yes,5,No,25000,12.8,0.272,2.928,No,Married,5,2,1,3,25,Yes,No,Visa,4,4739.4
2432-GMKJZY-WRF,Female,38,14,Professional,No,5,No,31000,7.7,0.663586,1.723414,No,Married,5,1,1,4,25,No,No,Visa,7,2642.7
7305-NXHYEK-ON9,Female,37,19,Professional,Yes,4,No,84000,17.4,2.426256,12.189744,Yes,Unmarried,4,0,1,2,24,No,Yes,Disc,13,2838.2
9953-WBREQG-X9M,Female,42,19,Professional,Yes,3,No,59000,22.4,4.308416,8.907584,Yes,Unmarried,2,0,1,1,26,Yes,No,Mast,17,7030.6
4001-AOWFME-CMG,Female,31,17,Crafts,Yes,6,No,152000,21.5,10.55564,22.12436,Yes,Unmarried,1,7,1,1,25,Yes,Yes,AMEX,13,9638.1
5334-ZONESS-G7E,Male,43,18,Labor,No,15,No,142000,4,1.14168,4.53832,No,Unmarried,1,3,1,5,28,Yes,Yes,Disc,25,2671.4
0900-YMDOLS-JXB,Male,48,11,Labor,No,18,No,80000,6.4,0.47616,4.64384,No,Married,2,0,1,3,26,Yes,No,Disc,30,1271.1
9784-YBTNDX-GDJ,Female,38,17,Sales,Yes,1,No,26000,6.1,0.264862,1.321138,No,Unmarried,1,0,1,2,32,No,Yes,Visa,6,2395.8
4178-MOLGSG-0HA,Male,51,15,Crafts,No,21,No,151000,5.4,4.03623,4.11777,No,Unmarried,3,0,1,1,17,Yes,Yes,AMEX,18,11422.1
7510-GBZSHE-YEY,Male,36,19,Professional,No,7,No,47000,15.5,3.68621,3.59879,Yes,Married,6,1,1,2,24,No,No,AMEX,2,10496.2
3417-OSBVCO-THV,Female,26,20,Agriculture,Yes,0,No,31000,8.3,0.998324,1.574676,Yes,Unmarried,1,5,1,2,22,No,Yes,AMEX,8,2748.5
3701-JVVYQP-0NB,Female,71,12,Sales,No,4,No,31000,4.9,0.630385,0.888615,No,Unmarried,1,0,1,3,19,Yes,No,Mast,14,2554.3
9297-HQVEUE-27S,Male,54,14,Sales,No,7,No,75000,12.2,0.6588,8.4912,No,Unmarried,1,5,1,4,32,No,No,AMEX,19,6014.4
3759-NJNISE-MZD,Male,23,14,Sales,No,0,No,23000,6.2,0.621736,0.804264,Yes,Married,5,7,1,4,23,Yes,Yes,Visa,5,1867.9
6618-VYIFIC-4GS,Male,59,14,Labor,Yes,27,Yes,56000,3.2,0.38528,1.40672,No,Married,4,0,1,3,30,No,Yes,AMEX,35,3888.5
8602-EFMEHA-L7G,Male,44,16,Service,No,15,No,74000,10.2,4.158948,3.389052,No,Unmarried,1,3,1,4,15,No,Yes,Disc,9,3632.1
1396-PZLGFC-LGF,Female,79,17,Professional,No,15,Yes,18000,6.9,0.408618,0.833382,No,Unmarried,1,0,0,2,18,Yes,No,AMEX,17,3692.1
3089-JEPOZU-08S,Female,43,16,Labor,No,13,No,203000,11.8,2.563078,21.390922,No,Married,3,0,1,3,23,Yes,No,Visa,7,11108.2
0214-ZEXCAK-747,Female,59,18,Sales,No,3,No,18000,5.8,0.378972,0.665028,No,Unmarried,2,1,0,1,41,Yes,No,Visa,23,627.4
2001-PQRNIW-35X,Male,79,19,Agriculture,No,37,Yes,159000,6.1,4.044483,5.654517,No,Unmarried,1,7,0,2,28,Yes,Yes,Disc,39,3046.3
1252-QTHRSG-RSZ,Male,44,12,Sales,No,2,No,41000,16,2.21728,4.34272,No,Unmarried,1,3,1,4,32,Yes,No,Visa,7,2176.4
4591-JGMXKX-4JY,Female,35,11,Sales,No,2,No,40000,6.6,0.11088,2.52912,No,Married,3,6,1,0,22,No,Yes,AMEX,17,3929.5
9408-BETJHC-E3P,Male,64,9,Sales,No,6,No,52000,0.5,0.0091,0.2509,No,Married,2,0,1,0,28,Yes,No,AMEX,18,5719.4
0531-HLUVAC-424,Male,21,10,Crafts,No,5,No,32000,11.2,1.777664,1.806336,No,Unmarried,4,0,1,2,32,Yes,Yes,AMEX,3,7410.4
7258-EITHCE-LTC,Male,49,12,Professional,No,15,No,51000,19.3,3.779712,6.063288,No,Married,2,7,0,2,19,Yes,Yes,Disc,9,14036.7
3575-PFXTFH-GC8,Male,70,14,Crafts,No,38,No,128000,7.2,1.299456,7.916544,No,Married,2,2,1,6,18,Yes,Yes,AMEX,31,4911.8
3248-BOHSKN-12L,Male,53,16,Sales,No,9,No,53000,9.5,0.357485,4.677515,No,Married,3,0,0,2,26,No,No,AMEX,14,2300.5
0216-HRADQP-WS4,Male,29,11,Service,No,8,No,52000,7.7,1.777776,2.226224,No,Married,3,0,0,1,30,No,No,Disc,11,2173.2
8530-UFAWAZ-9DK,Female,49,12,Service,Yes,20,No,108000,15,4.3416,11.8584,No,Married,2,2,1,2,33,No,No,Disc,29,5675.3
9756-ZVYPOX-JIM,Female,25,12,Professional,No,1,No,28000,7.4,0.48692,1.58508,No,Married,5,1,0,4,37,No,No,Visa,7,2691.2
4150-YPGHUS-A59,Female,32,12,Crafts,No,7,No,25000,17.3,1.0553,3.2697,No,Married,4,0,1,1,22,No,Yes,AMEX,15,1357.8
7852-XHVHXE-S8D,Male,32,12,Sales,No,2,No,43000,1.5,0.23349,0.41151,No,Unmarried,1,0,0,1,25,Yes,No,Visa,2,2789.4
8171-TBOJEM-5KE,Male,29,15,Service,No,4,No,27000,5.9,0.528876,1.064124,No,Unmarried,1,0,1,3,27,No,Yes,Disc,11,1055.4
8945-DFYLDV-HE9,Male,20,15,Sales,No,0,No,15000,15.5,0.267375,2.057625,Yes,Unmarried,1,9,1,2,22,Yes,Yes,AMEX,2,6901.1
1522-RFXLTU-173,Male,59,10,Sales,No,3,No,40000,3.1,0.29636,0.94364,No,Married,2,7,1,5,24,Yes,Yes,Disc,19,2932.8
5963-HLGPAN-XZX,Male,54,14,Labor,No,24,No,79000,8,1.56736,4.75264,No,Unmarried,1,2,0,3,18,No,Yes,AMEX,30,3010.6
7774-GNFZTN-SJR,Male,67,9,Professional,No,16,Yes,20000,20.1,0.3618,3.6582,No,Unmarried,1,7,1,3,25,No,Yes,Mast,31,2434.4
6099-XKIMSD-LAH,Female,45,16,Crafts,No,18,No,141000,15.8,5.057106,17.220894,No,Married,2,7,1,3,25,Yes,Yes,Disc,17,5788.9
1890-HNWCEI-0ZL,Male,69,11,Professional,No,11,No,53000,10.2,2.421888,2.984112,No,Unmarried,1,5,1,0,19,No,Yes,Visa,31,2885.2
7932-GMZJZV-P12,Female,53,14,Labor,No,23,No,64000,8.2,2.02048,3.22752,No,Unmarried,1,9,1,2,21,No,Yes,Othe,13,7847.1
5507-EJEVSW-2QX,Male,67,18,Labor,No,21,No,110000,14,0.385,15.015,No,Married,2,4,1,1,26,No,Yes,Visa,37,3999.6
5489-JDEHRQ-314,Male,62,10,Service,No,25,No,84000,9.6,5.660928,2.403072,No,Married,2,3,1,1,27,No,Yes,Disc,40,3053.9
6395-NQKEME-E6N,Female,37,16,Professional,No,3,No,64000,5.4,0.55296,2.90304,No,Married,2,1,1,3,23,No,No,Othe,5,6551.3
2289-LJGECZ-2ZM,Male,29,17,Sales,No,0,No,25000,22.8,1.9722,3.7278,Yes,Unmarried,1,13,1,2,19,No,No,AMEX,3,4626
0871-BNHGXE-S85,Male,39,22,Sales,Yes,4,No,61000,11.5,3.177795,3.837205,Yes,Unmarried,3,0,1,1,25,No,Yes,Visa,7,1813.4
7321-QQOGGJ-OSE,Female,45,13,Sales,Yes,1,No,31000,4.4,0.965712,0.398288,No,Married,2,2,1,1,24,No,No,Othe,3,1453
5569-YTISZR-M2O,Female,31,12,Sales,No,1,No,61000,6.7,0.968619,3.118381,No,Unmarried,1,1,0,2,26,No,Yes,Visa,6,3067.4
6152-KPRGTZ-ZVJ,Male,18,11,Service,No,1,No,17000,3.1,0.057443,0.469557,No,Unmarried,1,7,0,3,32,Yes,Yes,Visa,0,931.3
9800-TSVDJH-FJX,Male,62,21,Sales,No,9,No,250000,9.9,18.88425,5.86575,Yes,Unmarried,1,0,1,2,22,No,Yes,AMEX,14,10357.3
3589-CAYBPB-PS0,Female,62,10,Professional,No,15,No,55000,12.4,0.56606,6.25394,No,Married,2,4,0,3,19,No,Yes,AMEX,29,6657.3
1238-AJDOQQ-RYL,Male,36,19,Sales,No,3,No,71000,10.4,1.048528,6.335472,No,Married,2,2,1,3,18,No,Yes,AMEX,18,8225.3
3886-TMAJOL-WXW,Female,52,18,Sales,Yes,6,No,77000,11.9,3.509429,5.653571,Yes,Unmarried,1,3,0,2,21,Yes,No,AMEX,12,2810.4
6320-XCYEGF-4VT,Male,29,13,Labor,Yes,6,No,24000,10.2,0.313344,2.134656,Yes,Unmarried,1,5,0,0,23,Yes,No,Disc,4,1502.9
1906-NRWEYB-E31,Female,50,10,Sales,No,4,No,33000,18.8,1.501368,4.702632,Yes,Married,2,1,1,2,29,No,No,AMEX,31,6914.8
7557-KXMZNV-PU3,Female,40,19,Professional,No,4,No,31000,0.8,0.053072,0.194928,No,Unmarried,1,3,1,2,31,No,Yes,AMEX,3,3089
2521-BKEFER-MS1,Male,79,14,Labor,No,33,Yes,9000,13,0.40599,0.76401,No,Married,2,2,0,1,22,No,Yes,Visa,39,211
6605-HMUAQX-UP2,Female,20,15,Professional,Yes,0,No,17000,11.5,1.143675,0.811325,Yes,Unmarried,1,0,0,4,21,No,No,Mast,2,2843.8
9955-CVMUZH-O6X,Female,63,14,Professional,No,17,No,41000,4.8,0.15744,1.81056,No,Married,2,9,0,3,25,Yes,Yes,AMEX,36,3621
0066-PXANVZ-DFW,Male,69,10,Professional,Yes,20,Yes,15000,2.1,0.085995,0.229005,No,Married,2,2,0,2,29,Yes,Yes,Visa,39,3049.6
2172-GUETOD-J7Z,Female,36,16,Sales,No,1,No,28000,8.1,0.882252,1.385748,No,Unmarried,1,3,0,1,24,No,Yes,Disc,6,1894.1
0209-YYAIJN-RVU,Female,70,13,Labor,No,20,Yes,16000,11.1,0.241536,1.534464,No,Unmarried,1,0,0,1,18,Yes,No,AMEX,7,1147.1
6496-YKBPWT-QSZ,Female,69,13,Service,No,25,No,96000,6.4,1.345536,4.798464,No,Unmarried,1,3,1,2,28,Yes,Yes,Disc,33,2363.5
8580-NWOECM-8O1,Male,53,12,Professional,Yes,8,No,32000,9,0.82368,2.05632,No,Unmarried,1,4,1,3,40,No,No,Mast,22,2978.9
2897-SQTLBT-DO7,Male,75,18,Labor,No,27,Yes,15000,3.6,0.22032,0.31968,No,Married,2,4,0,3,32,No,No,Disc,40,4143.9
8512-RRDZYC-GKB,Female,67,19,Labor,No,27,Yes,30000,31.6,5.01492,4.46508,No,Unmarried,1,6,0,2,22,No,No,Mast,25,2589.1
9268-EGPXPL-52P,Female,23,17,Sales,No,0,No,22000,17.9,1.969,1.969,No,Unmarried,3,2,0,2,23,Yes,Yes,Disc,5,691.4
6036-DCOPOQ-ZGH,Female,65,9,Service,Yes,10,No,30000,11.3,0.80004,2.58996,No,Unmarried,1,9,0,3,17,No,No,Mast,13,2216.2
1518-USSGDF-5HT,Male,22,17,Crafts,Yes,0,No,34000,11.7,0.254592,3.723408,Yes,Unmarried,2,1,0,1,42,Yes,Yes,Mast,4,2820
7374-ZDEGRQ-AQ3,Female,27,10,Labor,No,8,No,25000,12.7,0.733425,2.441575,No,Married,2,4,1,3,11,No,No,Mast,4,1223.2
7108-GCYNDW-XU0,Female,35,14,Professional,No,4,No,40000,4.8,0.87552,1.04448,No,Unmarried,1,0,0,2,32,Yes,Yes,Visa,9,2609.6
3557-SBVNER-SYE,Female,38,17,Sales,No,2,No,45000,3.9,0.282555,1.472445,No,Married,2,7,1,1,30,No,No,AMEX,5,4036.5
5534-HASUJQ-Q8D,Female,29,16,Crafts,Yes,3,No,59000,8.1,0.86022,3.91878,No,Unmarried,2,1,0,2,31,No,No,Mast,11,2177.2
7991-ZUYIPT-RFE,Male,22,17,Sales,No,0,No,33000,14.9,0.255684,4.661316,Yes,Unmarried,1,0,1,4,24,No,No,Disc,4,3238.3
9968-VJKTZG-NNZ,Male,49,14,Sales,No,6,No,46000,1.1,0.3542,0.1518,No,Unmarried,2,1,0,0,28,Yes,Yes,Mast,18,1615.3
1216-WSOBDB-69I,Female,47,17,Sales,No,3,No,71000,3.6,0.705456,1.850544,No,Married,5,2,1,2,18,Yes,No,AMEX,29,6288.6
4842-BJNNVJ-ZPB,Female,71,14,Professional,No,17,No,49000,16,4.508,3.332,No,Unmarried,1,0,1,3,41,No,No,Disc,25,3240.6
0024-UQUVXG-79W,Male,26,21,Sales,No,0,No,125000,8.6,0.74175,10.00825,No,Married,3,2,1,2,25,No,No,AMEX,5,4752.8
1100-XGRFKL-MO7,Male,39,12,Service,No,9,No,43000,14.1,3.001185,3.061815,No,Unmarried,2,0,1,3,31,Yes,No,Mast,4,1515.2
2908-KXQYHB-USZ,Female,70,13,Professional,No,23,Yes,11000,8.7,0.097614,0.859386,No,Married,2,1,0,4,16,No,No,Mast,24,133.6
3236-TRSCFR-D94,Male,68,13,Crafts,No,31,Yes,43000,5.7,1.193637,1.257363,No,Married,3,7,0,0,24,No,No,Mast,35,3519.6
3705-WGWJYH-PDR,Male,34,19,Sales,No,1,No,24000,2.2,0.218592,0.309408,No,Unmarried,2,5,0,3,35,Yes,No,Visa,16,1307.4
0539-PCXWPK-UHA,Female,56,18,Sales,No,6,No,31000,2.9,0.083607,0.815393,No,Unmarried,1,2,0,1,21,Yes,No,Mast,7,1296.3
0432-HSXSTK-GUM,Female,70,16,Professional,No,21,No,95000,8,4.7348,2.8652,No,Unmarried,1,2,1,4,35,No,No,Visa,11,3203.4
5514-VQRIBQ-67J,Female,40,19,Crafts,No,5,No,25000,13.3,0.462175,2.862825,No,Unmarried,1,5,0,3,27,Yes,No,Disc,23,2326.9
6292-NRQEAR-DJ2,Female,44,14,Labor,Yes,15,No,80000,0.4,0.08352,0.23648,No,Married,2,2,1,3,27,Yes,Yes,Mast,11,1954.9
4119-CVVRLR-GX5,Male,34,13,Sales,No,0,No,29000,0.5,0.043935,0.101065,Yes,Unmarried,1,1,0,1,24,Yes,No,Othe,6,5113.8
6312-ESUBSO-2JB,Male,48,16,Labor,No,14,No,86000,6.1,0.178364,5.067636,No,Married,2,13,1,4,19,Yes,Yes,Disc,30,2635.5
3301-QNFJQS-QOS,Female,20,14,Sales,No,0,No,17000,16.3,0.764796,2.006204,Yes,Unmarried,1,3,0,5,24,Yes,Yes,Visa,3,1526
7712-CRYKYM-PWK,Female,78,9,Service,No,13,Yes,12000,13.1,0.61308,0.95892,No,Unmarried,1,10,1,2,32,No,Yes,Mast,20,2072.3
7499-JIRMYX-EU7,Male,70,12,Labor,No,25,Yes,20000,3.2,0.17728,0.46272,No,Unmarried,1,2,1,2,35,No,Yes,Othe,17,4843.5
3615-TLLDOM-3IM,Female,27,15,Labor,No,4,No,40000,14.6,2.20168,3.63832,No,Unmarried,1,2,1,0,25,No,No,Mast,9,5117.2
6543-FOJEQC-NLV,Male,69,18,Sales,No,8,Yes,29000,11.3,0.406348,2.870652,No,Unmarried,1,0,1,3,35,Yes,No,Disc,4,3707.2
7905-XHHBUD-Z8U,Male,33,11,Professional,No,6,No,33000,3.2,0.54912,0.50688,Yes,Unmarried,4,8,0,0,29,No,Yes,Mast,10,2188.2
2610-YGEKFL-GHX,Female,63,11,Professional,No,10,No,41000,3.9,0.852267,0.746733,No,Unmarried,1,1,1,2,23,No,No,Visa,20,3085.4
1930-FVKBNA-ZNU,Male,58,17,Labor,No,18,No,42000,8.3,1.788318,1.697682,No,Unmarried,1,0,1,5,16,No,Yes,Visa,24,4523.3
0958-RBGAWF-RK3,Female,31,19,Professional,No,3,No,21000,24.7,3.537534,1.649466,Yes,Unmarried,1,4,1,1,31,No,No,Disc,8,1997.9
1917-XSFHUJ-81B,Male,28,16,Sales,No,1,No,30000,1.3,0.05772,0.33228,No,Unmarried,1,5,1,2,23,No,No,Mast,10,1485
3493-KLVGST-NJE,Male,78,13,Professional,No,18,Yes,56000,7.3,1.618848,2.469152,No,Unmarried,1,6,1,5,26,No,No,AMEX,31,12165.2
0609-DBWPTV-Y6C,Female,31,19,Professional,No,1,No,21000,3.2,0.31584,0.35616,No,Unmarried,1,7,0,2,22,No,Yes,AMEX,1,2101.6
5142-LSPSGF-YV3,Female,31,20,Professional,No,1,No,37000,7.6,0.66082,2.15118,Yes,Unmarried,1,1,0,3,32,Yes,Yes,Mast,4,1149.4
3925-TLDSPA-F84,Male,76,6,Professional,No,13,Yes,16000,4.9,0.061152,0.722848,No,Unmarried,1,4,0,0,20,Yes,No,Visa,40,392.3
7910-TEZCWO-7AN,Male,25,16,Professional,No,1,No,31000,1.5,0.091605,0.373395,No,Married,3,1,1,2,25,No,No,Disc,3,3234.3
1383-AGUJAQ-A6E,Female,36,17,Crafts,No,8,No,100000,4.6,2.4104,2.1896,No,Married,2,6,1,4,18,No,No,Disc,18,2025.9
2759-ISJTJL-ZCJ,Male,46,13,Professional,Yes,9,No,67000,4,0.15008,2.52992,No,Unmarried,1,0,0,3,24,Yes,Yes,Visa,4,2823.8
7150-VIJPXR-SP5,Male,18,13,Agriculture,No,0,No,19000,7.8,0.712842,0.769158,Yes,Married,5,0,1,3,30,No,Yes,Mast,0,1993.8
7951-FEZLEW-P7K,Female,30,14,Professional,No,1,No,58000,17.7,5.23566,5.03034,Yes,Married,5,6,1,1,21,No,No,AMEX,6,9908.2
4686-ZUITAG-JEE,Female,66,16,Labor,No,35,No,396000,20.4,21.40776,59.37624,Yes,Married,2,1,1,1,19,No,No,Disc,38,2463.7
3606-RKGUFR-ZO5,Female,72,19,Sales,No,3,Yes,11000,6.7,0.387662,0.349338,No,Unmarried,1,4,0,1,18,No,No,AMEX,16,1802.6
3683-KFUDQK-1LJ,Female,56,22,Professional,No,11,No,175000,9.8,6.8943,10.2557,No,Unmarried,1,5,1,0,17,No,Yes,Mast,13,5068.4
8660-WIUHTN-TO5,Male,76,16,Crafts,No,34,Yes,20000,27.9,1.24434,4.33566,No,Unmarried,1,1,0,1,22,No,Yes,Visa,20,602.8
5554-NCBAIT-OK4,Male,56,17,Service,No,12,No,143000,17.6,8.859136,16.308864,Yes,Married,5,0,1,5,14,No,Yes,Disc,34,2361.6
0930-WZBNZG-WXV,Male,22,17,Sales,No,0,No,51000,4.6,1.346604,0.999396,Yes,Married,2,4,0,2,22,No,Yes,AMEX,4,3794.2
0409-MMPGJY-ECA,Female,60,12,Crafts,Yes,27,No,79000,7.7,1.344343,4.738657,No,Unmarried,1,2,1,0,15,Yes,Yes,AMEX,19,12498.3
2786-NHGXMF-0VU,Male,72,11,Service,No,33,Yes,15000,19.1,0.673275,2.191725,No,Married,2,12,1,1,18,Yes,No,Disc,40,1629.6
3037-ZAKGGU-GUX,Female,45,12,Sales,No,2,No,30000,12.3,1.08855,2.60145,Yes,Married,4,6,1,3,16,No,No,Mast,9,1723.7
4571-MBLHIB-1ZE,Male,64,18,Sales,No,16,Yes,11000,10.2,0.23562,0.88638,No,Unmarried,1,6,1,5,22,Yes,Yes,AMEX,14,5545
1675-ZSDHUC-5RU,Male,37,10,Professional,Yes,6,No,48000,23.1,6.419952,4.668048,Yes,Unmarried,2,2,1,2,25,No,Yes,Visa,12,5268.8
0457-JOTWMX-KQ8,Female,23,10,Professional,No,2,No,35000,4.5,0.60795,0.96705,Yes,Married,3,0,0,0,26,Yes,No,Visa,5,2948.2
6454-TVHUWZ-YHM,Female,53,15,Sales,No,6,No,48000,4.4,0.413952,1.698048,No,Unmarried,1,0,1,2,30,No,No,Mast,1,7822.9
7336-WDTOCJ-6YM,Male,59,12,Labor,No,31,No,169000,2,1.53452,1.84548,No,Married,2,1,1,0,20,Yes,No,Mast,38,6709.4
7720-YNWDAG-BCS,Male,41,19,Professional,No,6,No,273000,19.8,21.405384,32.648616,Yes,Unmarried,1,2,1,1,21,Yes,Yes,Disc,11,3778.5
4003-MTVCZU-947,Female,65,8,Sales,Yes,2,Yes,10000,10,0.415,0.585,No,Unmarried,2,1,0,1,23,Yes,No,Disc,36,1086
8133-AZJKWE-L8A,Male,75,19,Sales,No,2,Yes,11000,5.4,0.288684,0.305316,No,Married,2,6,0,2,22,No,Yes,Disc,30,69.7
2948-XNJSMA-1VR,Male,25,20,Professional,No,0,No,27000,16.1,1.582308,2.764692,Yes,Unmarried,1,1,0,1,34,No,No,Mast,1,982.6
5920-UHJBDC-927,Female,25,17,Sales,No,0,No,24000,13.4,1.701264,1.514736,Yes,Married,6,2,1,2,28,No,No,Disc,5,4091
7233-WFPRYL-RUO,Male,27,16,Professional,No,2,No,44000,5.9,0.160952,2.435048,No,Married,4,6,1,1,13,No,Yes,Visa,9,2402.9
8475-BZYGMZ-T83,Female,38,15,Agriculture,No,8,No,42000,4.6,0.819168,1.112832,No,Unmarried,1,3,1,3,26,No,No,AMEX,20,4184.3
2447-HFNELF-0ZS,Female,72,9,Professional,No,8,Yes,9000,9.6,0.09072,0.77328,No,Married,2,0,1,0,27,Yes,Yes,Mast,21,548.8
1535-WQQNZE-Y0M,Male,35,14,Professional,No,5,No,34000,1.9,0.406334,0.239666,No,Unmarried,1,0,0,3,34,No,No,Othe,2,3349.8
0532-SLEYXU-Q3Y,Female,52,15,Crafts,Yes,22,No,76000,22.6,5.41044,11.76556,No,Married,4,10,1,1,24,Yes,Yes,AMEX,34,2319.9
4051-ZFNLDY-SAH,Female,22,14,Sales,No,0,No,33000,5.4,0.406296,1.375704,No,Married,5,3,1,1,29,Yes,No,Visa,4,645.3
1433-UGBLZP-ZRQ,Male,78,19,Labor,No,26,Yes,10000,12.8,0.15104,1.12896,No,Unmarried,1,4,0,2,29,Yes,Yes,Disc,10,1677.3
1836-EZLELE-1RD,Female,52,22,Sales,Yes,3,No,35000,9.7,0.546595,2.848405,Yes,Married,2,5,0,3,22,No,No,AMEX,35,6605.7
3916-NWERMD-49E,Female,77,17,Crafts,No,38,Yes,35000,20,2.191,4.809,No,Married,2,7,1,2,31,No,Yes,AMEX,40,4581
